,ticker,company,cusip,current shares,current weight(%)
0,FVRR,FIVERR INTERNATIONAL LTD,M4R82T106,18019.0,1.54
1,KRNT,KORNIT DIGITAL LTD,M6372Q113,32752.0,1.49
2,NICE,NICE LTD - SPON ADR,653656108,14853.0,1.48
3,CYBR,CYBERARK SOFTWARE LTD/ISRAEL,M2682V108,27981.0,1.45
4,GILT,GILAT SATELLITE NETWORKS LTD,M51474118,410439.0,1.44
5,RADA,RADA ELECTRONIC INDS LTD,M81863124,315758.0,1.44
6,MTRX,MATRIX IT LTD,6747754,149504.0,1.43
7,INMD,INMODE LTD,M5425M103,36888.0,1.43
8,MLTM,MALAM - TEAM LTD,6875923,121139.0,1.43
9,SMWB,SIMILARWEB LTD,M84137104,166309.0,1.43
10,WIX,WIX.COM LTD,M98068105,13214.0,1.43
11,ARD,ARAD LTD,B0G7VP6,300233.0,1.42
12,URGN UQ,UROGEN PHARMA LTD,M96088105,260786.0,1.42
13,PERI,PERION NETWORK LTD,M78673114,210214.0,1.41
14,MGIC,MAGIC SOFTWARE ENTERPRISES,6328074,225465.0,1.41
15,SILC,SILICOM LTD,M84116108,92574.0,1.41
16,EMCO,E & M COMPUTING,6302216,645752.0,1.41
17,CRNT,CERAGON NETWORKS LTD,M22013102,1098900.0,1.41
18,DANE,DANEL (ADIR YEOSHUA) LTD,6253433,18518.0,1.4
19,HLAN,HILAN LTD,6267230,73306.0,1.4
20,PTNR,PARTNER COMMUNICATIONS CO,6374420,898415.0,1.39
21,PLSN,PLASSON INDUSTRIES LTD,6094728,74075.0,1.39
22,BEZQ,BEZEQ THE ISRAELI TELECOM CO,6098032,3722019.0,1.39
23,FROG,JFROG LTD,M6191J100,86581.0,1.39
24,CAMT,CAMTEK LTD,M20791105,110630.0,1.38
25,NVMI,NOVA MEASURING INSTRUMENTS,M7516K103,40274.0,1.38
26,ONE,ONE SOFTWARE TECHNOLOGIES LT,6987709,254344.0,1.38
27,BSEN,BET SHEMESH ENGINES HOLDINGS,6103936,198702.0,1.37
28,TARO,TARO PHARMACEUTICAL INDUS,M8737E108,54647.0,1.37
29,SEDG,SOLAREDGE TECHNOLOGIES INC,83417M104,15672.0,1.37
30,TEVA,TEVA PHARMACEUTICAL-SP ADR,881624209,431504.0,1.37
31,MNDY,MONDAY.COM LTD,M7S64H106,18088.0,1.37
32,BATM,BATM ADVANCED COMMUNICATIONS,B85PTW0,3273010.0,1.36
33,TSEM,TOWER SEMICONDUCTOR LTD,M87915274,142661.0,1.36
34,RDWR,RADWARE LTD,M81873107,123709.0,1.36
35,ITRN,ITURAN LOCATION AND CONTROL,M6158M104,154401.0,1.34
36,AUDC,AUDIOCODES LTD,M15342104,118593.0,1.34
37,NYAX,NAYAX LTD,BMXT7N9,1306327.0,1.34
38,TUFN,TUFIN SOFTWARE TECHNOLOGIES,M8893U102,367722.0,1.34
39,PLTK,PLAYTIKA HOLDING CORP,72815L107,166090.0,1.34
40,ESLT,ELBIT SYSTEMS LTD,6308913,29628.0,1.34
41,ICCM,ICECURE MEDICAL LTD,B67PC92,2676349.0,1.34
42,KMDA,KAMADA LTD,B0L2CR5,691648.0,1.34
43,ECP,ELECTRA CONSUMER PRODUCTS 19,B536CY7,72495.0,1.34
44,PYPD,POLYPID LTD,M8001Q118,503525.0,1.33
45,AUGN,AUGWIND ENERGY TECH STORAGE,B290CJ7,195654.0,1.33
46,PRTC,PRIORTECH LTD,6677776,147011.0,1.33
47,CGNT,COGNYTE SOFTWARE LTD,M25133105,153897.0,1.33
48,CHKP,CHECK POINT SOFTWARE TECH,M22465104,30646.0,1.32
49,CEL,CELLCOM ISRAEL LTD,B23WQK8,1010066.0,1.32
50,SPNS,SAPIENS INTERNATIONAL CORP,G7T16G103,149751.0,1.32
51,BLRX ,BIOLINERX LTD-SPONS ADR,09071M205,1147078.0,1.31
52,ENLV,ENLIVEX THERAPEUTICS LTD,M4130Y106,488977.0,1.3
53,NNDM,NANO DIMENSION LTD - ADR,63008G203,578472.0,1.3
