,ticker,company,cusip,current shares,current weight(%)
0,TSLA,TESLA INC,88160R101,480922.0,11.36
1,KTOS,KRATOS DEFENSE & SECURITY,50077B207,7154630.0,7.02
2,TRMB,TRIMBLE INC,896239100,2299856.0,6.88
3,JD,JD.COM INC-ADR,47215P106,2654085.0,6.3
4,GOOG,ALPHABET INC-CL C,02079K107,52808.0,5.3
5,IRDM,IRIDIUM COMMUNICATIONS INC,46269C102,3051239.0,4.5
6,PATH,UIPATH INC - CLASS A,90364P105,1686051.0,3.78
7,U,UNITY SOFTWARE INC,91332U101,992537.0,3.68
8,BIDU,BAIDU INC - SPON ADR,056752108,603461.0,3.52
9,LMT,LOCKHEED MARTIN CORP,539830109,214197.0,2.83
10,DE,DEERE & CO,244199105,214127.0,2.73
11,TER,TERADYNE INC,880770102,585889.0,2.68
12,KMTUY,KOMATSU LTD -SPONS ADR,500458401,2735492.0,2.47
13,DDD,3D SYSTEMS CORP,88554D205,2678342.0,2.39
14,MGA,MAGNA INTERNATIONAL INC,559222401,771194.0,2.26
15,NIU,NIU TECHNOLOGIES-SPONS ADR,65481N100,2229053.0,2.13
16,NXPI,NXP SEMICONDUCTORS NV,N6596X109,283633.0,2.02
17,CAT,CATERPILLAR INC,149123101,237986.0,1.8
18,NNDM,NANO DIMENSION LTD - ADR,63008G203,7482362.0,1.71
19,BYDDY,BYD CO LTD-UNSPONSORED ADR,05606L100,788555.0,1.58
20,TWOU,2U INC,90214J101,899299.0,1.47
21,TDY,TELEDYNE TECHNOLOGIES INC,879360105,88495.0,1.41
22,ISRG,INTUITIVE SURGICAL INC,46120E602,39971.0,1.39
23,SNPS,SYNOPSYS INC,871607107,128799.0,1.31
24,AVAV,AEROVIRONMENT INC,008073108,373306.0,1.28
25,NVDA,NVIDIA CORP,67066G104,181432.0,1.26
26,ANSS,ANSYS INC,03662Q105,91513.0,1.19
27,ESLT,ELBIT SYSTEMS LTD,M3760D101,257222.0,1.17
28,TSP,TUSIMPLE HOLDINGS INC - A,90089L108,780126.0,1.15
29,VUZI,VUZIX CORP,92921W300,2107720.0,1.1
30,BLDE,BLADE AIR MOBILITY INC,092667104,3656544.0,1.08
31,MTLS,MATERIALISE NV-ADR,57667T100,1531154.0,1.07
32,BABA,ALIBABA GROUP HOLDING-SP ADR,01609W102,152845.0,1.05
33,ACIC,ATLAS CREST INVESTMENT COR-A,049284102,2901159.0,1.03
34,SPFR,JAWS SPITFIRE ACQUISITION-A,G50740102,2679396.0,0.95
35,PCAR,PACCAR INC,693718108,293711.0,0.92
36,MKFG,MARKFORGED HOLDING CORP,57064N102,2578234.0,0.91
37,SSYS,STRATASYS LTD,M85548101,1105095.0,0.79
38,TCEHY,TENCENT HOLDINGS LTD-UNS ADR,88032Q109,364751.0,0.79
39,PRLB,PROTO LABS INC,743713109,193690.0,0.59
40,BZ,KANZHUN LTD,48553T106,414011.0,0.46
41,XONE,EXONE CO/THE,302104104,746671.0,0.44
42,,DREYFUS GOVT CASH MAN INS,X9USDDGCM,5626492.83,0.2
43,ONVO ,ORGANOVO HOLDINGS INC,68620A203,147512.0,0.04
