,ticker,company,cusip,current shares,current weight(%)
0,ENLV,ENLIVEX THERAPEUTICS LTD,M4130Y106,482469.0,1.82
1,CRNT,CERAGON NETWORKS LTD,M22013102,1084273.0,1.6
2,SEDG,SOLAREDGE TECHNOLOGIES INC,83417M104,15467.0,1.6
3,MNDY,MONDAY.COM LTD,M7S64H106,17848.0,1.58
4,MGIC,MAGIC SOFTWARE ENTERPRISES,6328074,222467.0,1.51
5,PYPD,POLYPID LTD,M8001Q118,496824.0,1.51
6,TEVA,TEVA PHARMACEUTICAL-SP ADR,881624209,425761.0,1.51
7,ARD,ARAD LTD,B0G7VP6,296240.0,1.5
8,GILT,GILAT SATELLITE NETWORKS LTD,M51474118,404976.0,1.49
9,ESLT,ELBIT SYSTEMS LTD,6308913,29238.0,1.49
10,CAMT,CAMTEK LTD,M20791105,109160.0,1.48
11,CGNT,COGNYTE SOFTWARE LTD,M25133105,151849.0,1.48
12,SPNS,SAPIENS INTERNATIONAL CORP,G7T16G103,147761.0,1.47
13,PLTK,PLAYTIKA HOLDING CORP,72815L107,163882.0,1.47
14,PLSN,PLASSON INDUSTRIES LTD,6094728,73090.0,1.46
15,BSEN,BET SHEMESH ENGINES HOLDINGS,6103936,196059.0,1.45
16,SILC,SILICOM LTD,M84116108,91344.0,1.45
17,CYBR,CYBERARK SOFTWARE LTD/ISRAEL,M2682V108,27611.0,1.44
18,BEZQ,BEZEQ THE ISRAELI TELECOM CO,6098032,3672465.0,1.44
19,TUFN,TUFIN SOFTWARE TECHNOLOGIES,M8893U102,362829.0,1.44
20,INMD,INMODE LTD,M5425M103,36398.0,1.43
21,TSEM,TOWER SEMICONDUCTOR LTD,M87915274,140763.0,1.43
22,URGN UQ,UROGEN PHARMA LTD,M96088105,257318.0,1.41
23,NYAX,NAYAX LTD,BMXT7N9,1288937.0,1.41
24,MLTM,MALAM - TEAM LTD,6875923,119529.0,1.41
25,KRNT,KORNIT DIGITAL LTD,M6372Q113,32317.0,1.4
26,NICE,NICE LTD - SPON ADR,653656108,14658.0,1.39
27,ONE,ONE SOFTWARE TECHNOLOGIES LT,6987709,250961.0,1.39
28,MTRX,MATRIX IT LTD,6747754,147516.0,1.39
29,PERI,PERION NETWORK LTD,M78673114,207416.0,1.38
30,HLAN,HILAN LTD,6267230,72331.0,1.38
31,PTNR,PARTNER COMMUNICATIONS CO,6374420,886456.0,1.38
32,AUDC,AUDIOCODES LTD,M15342104,117018.0,1.37
33,BATM,BATM ADVANCED COMMUNICATIONS,B85PTW0,3229434.0,1.37
34,RDWR,RADWARE LTD,M81873107,122064.0,1.37
35,PRTC,PRIORTECH LTD,6677776,145056.0,1.37
36,AUGN,AUGWIND ENERGY TECH STORAGE,B290CJ7,193051.0,1.37
37,DANE,DANEL (ADIR YEOSHUA) LTD,6253433,18273.0,1.37
38,ECP,ELECTRA CONSUMER PRODUCTS 19,B536CY7,71532.0,1.37
39,EMCO,E & M COMPUTING,6302216,637156.0,1.36
40,CLGN UQ,COLLPLANT BIOTECHNOLOGIES LT,M2R51X116,201593.0,1.36
41,ITRN,ITURAN LOCATION AND CONTROL,M6158M104,152348.0,1.35
42,CEL,CELLCOM ISRAEL LTD,B23WQK8,996619.0,1.35
43,TARO,TARO PHARMACEUTICAL INDUS,M8737E108,53922.0,1.34
44,NVMI,NOVA LTD,M7516K103,39739.0,1.34
45,CHKP,CHECK POINT SOFTWARE TECH,M22465104,30241.0,1.32
46,KMDA,KAMADA LTD,B0L2CR5,682442.0,1.32
47,NNOX,NANO-X IMAGING LTD,M70700105,130268.0,1.31
48,GMDA,GAMIDA CELL LTD,M47364100,657289.0,1.31
49,NNDM,NANO DIMENSION LTD - ADR,63008G203,570771.0,1.29
50,RADA,RADA ELECTRONIC INDS LTD,M81863124,311555.0,1.26
51,SMWB,SIMILARWEB LTD,M84137104,164096.0,1.25
52,PPBT,PURPLE BIOTECH LTD-ADR,74638P109,735218.0,1.24
53,CHEK,CHECK CAP LTD,M2361E203,3214993.0,1.23
54,EVGN,EVOGENE LTD,B289530,1162067.0,1.22
55,BLRX ,BIOLINERX LTD-SPONS ADR,09071M205,1131806.0,1.21
56,ABRA,ABRA INFORMATION TECHNOLOGIE,B2NB586,2666974.0,1.21
57,ALLT,ALLOT LTD,M0854Q105,205258.0,1.2
58,ICCM,ICECURE MEDICAL LTD,B67PC92,330089.87,1.18
59,FROG,JFROG LTD,M6191J100,85431.0,1.17
60,INVZ UR,INNOVIZ TECHNOLOGIES LTD,M5R635108,371826.0,1.16
61,PNRG,PHINERGY LTD,BMZ52P2,973304.0,1.15
