,ticker,company,cusip,current shares,current weight(%)
0,TSLA,TESLA INC,88160R101,3319801.0,10.62
1,TDOC,TELADOC HEALTH INC,87918A105,8722138.0,5.61
2,ROKU,ROKU INC,77543R102,3333037.0,5.46
3,COIN,COINBASE GLOBAL INC -CLASS A,19260Q107,4216614.0,4.79
4,U,UNITY SOFTWARE INC,91332U101,8428526.0,4.73
5,ZM,ZOOM VIDEO COMMUNICATIONS-A,98980L101,2867470.0,4.61
6,SQ,SQUARE INC - A,852234103,3649521.0,4.34
7,SHOP,SHOPIFY INC - CLASS A,82509L107,621149.0,4.14
8,TWLO,TWILIO INC - A,90138F102,2257636.0,3.68
9,SPOT,SPOTIFY TECHNOLOGY SA,L8681T102,3447502.0,3.28
10,Z,ZILLOW GROUP INC - C,98954M200,6670000.0,2.94
11,NTLA,INTELLIA THERAPEUTICS INC,45826J105,4119684.0,2.93
12,CRSP,CRISPR THERAPEUTICS AG,H17182108,4877464.0,2.93
13,EXAS,EXACT SCIENCES CORP,30063P105,6286931.0,2.68
14,PLTR,PALANTIR TECHNOLOGIES INC-A,69608A108,24242769.0,2.67
15,PATH,UIPATH INC - CLASS A,90364P105,8587992.0,2.36
16,DKNG,DRAFTKINGS INC - CL A,26142R104,9457669.0,2.29
17,BEAM,BEAM THERAPEUTICS INC,07373V105,4737235.0,2.22
18,TWTR,TWITTER INC,90184L102,7668366.0,2.21
19,DOCU,DOCUSIGN INC,256163106,1528585.0,2.0
20,FATE,FATE THERAPEUTICS INC,31189P102,4795599.0,1.91
21,TXG,10X GENOMICS INC-CLASS A,88025U109,2282396.0,1.63
22,IRDM,IRIDIUM COMMUNICATIONS INC,46269C102,8228215.0,1.54
23,SE,SEA LTD-ADR,81141R100,1081268.0,1.47
24,NVTA,INVITAE CORP,46185L103,11641302.0,1.43
25,EDIT,EDITAS MEDICINE INC,28106W103,4272692.0,1.24
26,PACB,PACIFIC BIOSCIENCES OF CALIF,69404D108,8531072.0,1.16
27,HOOD,ROBINHOOD MARKETS INC - A,770700102,4861038.0,1.04
28,PD,PAGERDUTY INC,69553P100,5638404.0,1.01
29,TER,TERADYNE INC,880770102,1792084.0,0.94
30,TSP,TUSIMPLE HOLDINGS INC - A,90089L108,6357053.0,0.91
31,TWST,TWIST BIOSCIENCE CORP,90184D100,1804821.0,0.86
32,TWOU,2U INC,90214J101,5054094.0,0.85
33,IOVA,IOVANCE BIOTHERAPEUTICS INC,462260100,8067160.0,0.79
34,NTDOY,NINTENDO CO LTD-UNSPONS ADR,654445303,2878397.0,0.75
35,SKLZ,SKILLZ INC,83067L109,13597802.0,0.73
36,PRLB,PROTO LABS INC,743713109,1950744.0,0.7
37,BLI,BERKELEY LIGHTS INC,084310101,3706350.0,0.66
38,TRMB,TRIMBLE INC,896239100,1665440.0,0.65
39,VCYT,VERACYTE INC,92337F107,3455769.0,0.65
40,NSTG,NANOSTRING TECHNOLOGIES INC,63009R109,1857913.0,0.47
41,SSYS,STRATASYS LTD,M85548101,4062358.0,0.43
42,MTLS,MATERIALISE NV-ADR,57667T100,3618607.0,0.36
43,SRNG,SOARING EAGLE ACQU - CL A,G8354H126,7640506.0,0.34
44,CERS,CERUS CORP,157085101,11960059.0,0.33
45,,DREYFUS GOVT CASH MAN INS,X9USDDGCM,61295736.54,0.27
46,CGEN,COMPUGEN LTD,M25722105,6292299.0,0.18
47,SGFY,SIGNIFY HEALTH INC -CLASS A,82671G100,961925.0,0.11
48,MCRB,SERES THERAPEUTICS INC,81750R102,2884463.0,0.09
