,ticker,company,cusip,current shares,current weight(%)
0,TRMB,TRIMBLE INC,896239100,697438.0,10.06
1,PRNT,THE 3D PRINTING ETF,00214Q500,1092186.0,7.0
2,IRDM,IRIDIUM COMMUNICATIONS INC,46269C102,907221.0,6.25
3,KTOS,KRATOS DEFENSE & SECURITY,50077B207,1524477.0,6.16
4,LHX,L3HARRIS TECHNOLOGIES INC,502431109,149912.0,5.63
5,U,UNITY SOFTWARE INC,91332U101,226901.0,4.68
6,LMT,LOCKHEED MARTIN CORP,539830109,79251.0,4.64
7,HO,THALES SA,4162791,241015.0,4.03
8,6301,KOMATSU LTD,6496584,892688.0,3.69
9,GOOG,ALPHABET INC-CL C,02079K107,7053.0,3.18
10,2618,JD LOGISTICS INC,BNMBPD9,4871823.0,2.99
11,DSY FP,DASSAULT SYSTEMES SE,BM8H5Y5,323897.0,2.98
12,AMZN,AMAZON.COM INC,023135106,5478.0,2.95
13,AVAV,AEROVIRONMENT INC,008073108,171034.0,2.88
14,BA,BOEING CO/THE,097023105,73808.0,2.86
15,PATH,UIPATH INC - CLASS A,90364P105,271704.0,2.75
16,SPR,SPIRIT AEROSYSTEMS HOLD-CL A,848574109,345002.0,2.43
17,NFLX,NETFLIX INC,64110L106,27354.0,2.27
18,JOBY,JOBY AVIATION INC,G65163100,1186933.0,2.18
19,DE,DEERE & CO,244199105,27004.0,1.69
20,TER,TERADYNE INC,880770102,86888.0,1.68
21,AIR,AIRBUS SE,4012250,69384.0,1.53
22,ESLT,ELBIT SYSTEMS LTD,M3760D101,63624.0,1.46
23,BLDE,BLADE AIR MOBILITY INC,092667104,1209058.0,1.41
24,HON,HONEYWELL INTERNATIONAL INC,438516106,30988.0,1.17
25,SNPS,SYNOPSYS INC,871607107,24452.0,1.16
26,SPFR,JAWS SPITFIRE ACQUISITION-A,G50740102,717347.0,1.16
27,GRMN U,GARMIN LTD,B3Z5T14,40247.0,1.09
28,ANSS,ANSYS INC,03662Q105,17822.0,1.05
29,3690,MEITUAN-CLASS B,BGJW376,206063.0,1.02
30,NVDA,NVIDIA CORP,67066G104,30755.0,1.0
31,HEI,HEICO CORP,422806109,44640.0,0.96
32,MKFG,MARKFORGED HOLDING CORP,57064N102,591079.0,0.95
33,TDY,TELEDYNE TECHNOLOGIES INC,879360105,12218.0,0.91
34,BABA,ALIBABA GROUP HOLDING-SP ADR,01609W102,25790.0,0.8
35,ACIC,ATLAS CREST INVESTMENT COR-A,049284102,395128.0,0.64
36,,DREYFUS GOVT CASH MAN INS,X9USDDGCM,2658634.65,0.43
37,PLTR,PALANTIR TECHNOLOGIES INC-A,69608A108,61748.0,0.25
