,ticker,company,cusip,current shares,current weight(%)
0,TRMB,TRIMBLE INC,896239100,697438.0,10.21
1,PRNT,THE 3D PRINTING ETF,00214Q500,1092186.0,6.98
2,IRDM,IRIDIUM COMMUNICATIONS INC,46269C102,907221.0,6.39
3,KTOS,KRATOS DEFENSE & SECURITY,50077B207,1524477.0,6.17
4,LHX,L3HARRIS TECHNOLOGIES INC,502431109,149912.0,5.74
5,LMT,LOCKHEED MARTIN CORP,539830109,79251.0,4.72
6,HO,THALES SA,4162791,241015.0,4.09
7,U,UNITY SOFTWARE INC,91332U101,226901.0,4.0
8,6301,KOMATSU LTD,6496584,892688.0,3.54
9,GOOG,ALPHABET INC-CL C,02079K107,7053.0,3.21
10,2618,JD LOGISTICS INC,BNMBPD9,4871823.0,3.11
11,DSY FP,DASSAULT SYSTEMES SE,BM8H5Y5,323897.0,3.01
12,AMZN,AMAZON.COM INC,023135106,5478.0,2.99
13,AVAV,AEROVIRONMENT INC,008073108,171034.0,2.94
14,PATH,UIPATH INC - CLASS A,90364P105,271704.0,2.9
15,BA,BOEING CO/THE,097023105,73808.0,2.86
16,SPR,SPIRIT AEROSYSTEMS HOLD-CL A,848574109,345002.0,2.41
17,NFLX,NETFLIX INC,64110L106,27354.0,2.32
18,RTP,REINVENT TECHNOLOGY-CLASS A,G7483N129,1186933.0,1.96
19,TER,TERADYNE INC,880770102,86888.0,1.75
20,DE,DEERE & CO,244199105,27004.0,1.67
21,AIR,AIRBUS SE,4012250,69384.0,1.54
22,BLDE,BLADE AIR MOBILITY INC,092667104,1143163.0,1.42
23,ESLT,ELBIT SYSTEMS LTD,M3760D101,63624.0,1.37
24,GRMN U,GARMIN LTD,B3Z5T14,44086.0,1.2
25,HON,HONEYWELL INTERNATIONAL INC,438516106,30988.0,1.18
26,SPFR,JAWS SPITFIRE ACQUISITION-A,G50740102,717347.0,1.18
27,SNPS,SYNOPSYS INC,871607107,24452.0,1.16
28,BABA,ALIBABA GROUP HOLDING-SP ADR,01609W102,33852.0,1.09
29,ANSS,ANSYS INC,03662Q105,17822.0,1.06
30,3690,MEITUAN-CLASS B,BGJW376,206063.0,1.04
31,NVDA,NVIDIA CORP,67066G104,30755.0,1.01
32,HEI,HEICO CORP,422806109,44640.0,0.96
33,MKFG,MARKFORGED HOLDING CORP,57064N102,546161.0,0.94
34,TDY,TELEDYNE TECHNOLOGIES INC,879360105,12218.0,0.91
35,ACIC,ATLAS CREST INVESTMENT COR-A,049284102,395128.0,0.65
36,,DREYFUS GOVT CASH MAN INS,X9USDDGCM,1794743.74,0.3
