,ticker,company,cusip,current shares,current weight(%)
0,ENLV,ENLIVEX THERAPEUTICS LTD,M4130Y106,485071.0,1.69
1,SEDG,SOLAREDGE TECHNOLOGIES INC,83417M104,15549.0,1.6
2,CRNT,CERAGON NETWORKS LTD,M22013102,1090119.0,1.6
3,PYPD,POLYPID LTD,M8001Q118,499502.0,1.56
4,TEVA,TEVA PHARMACEUTICAL-SP ADR,881624209,428057.0,1.55
5,MNDY,MONDAY.COM LTD,M7S64H106,17944.0,1.54
6,ARD,ARAD LTD,B0G7VP6,297836.0,1.49
7,SPNS,SAPIENS INTERNATIONAL CORP,G7T16G103,148557.0,1.48
8,CGNT,COGNYTE SOFTWARE LTD,M25133105,152667.0,1.48
9,GILT,GILAT SATELLITE NETWORKS LTD,M51474118,407160.0,1.48
10,CAMT,CAMTEK LTD,M20791105,109748.0,1.46
11,TSEM,TOWER SEMICONDUCTOR LTD,M87915274,141521.0,1.46
12,BSEN,BET SHEMESH ENGINES HOLDINGS,6103936,197115.0,1.46
13,KRNT,KORNIT DIGITAL LTD,M6372Q113,32491.0,1.45
14,SILC,SILICOM LTD,M84116108,91836.0,1.44
15,PLSN,PLASSON INDUSTRIES LTD,6094728,73484.0,1.44
16,PLTK,PLAYTIKA HOLDING CORP,72815L107,164764.0,1.43
17,NYAX,NAYAX LTD,BMXT7N9,1295887.0,1.43
18,TUFN,TUFIN SOFTWARE TECHNOLOGIES,M8893U102,364785.0,1.42
19,URGN UQ,UROGEN PHARMA LTD,M96088105,258704.0,1.42
20,PERI,PERION NETWORK LTD,M78673114,208534.0,1.41
21,PTNR,PARTNER COMMUNICATIONS CO,6374420,891236.0,1.41
22,HLAN,HILAN LTD,6267230,72721.0,1.4
23,MTRX,MATRIX IT LTD,6747754,148310.0,1.4
24,MLTM,MALAM - TEAM LTD,6875923,120173.0,1.4
25,CLGN UQ,COLLPLANT BIOTECHNOLOGIES LT,M2R51X116,202679.0,1.4
26,ONE,ONE SOFTWARE TECHNOLOGIES LT,6987709,252313.0,1.39
27,MGIC,MAGIC SOFTWARE ENTERPRISES,6328074,223665.0,1.39
28,BEZQ,BEZEQ THE ISRAELI TELECOM CO,6098032,3692271.0,1.39
29,BATM,BATM ADVANCED COMMUNICATIONS,B85PTW0,3246850.0,1.39
30,ESLT,ELBIT SYSTEMS LTD,6308913,29394.0,1.38
31,INMD,INMODE LTD,M5425M103,36594.0,1.38
32,ECP,ELECTRA CONSUMER PRODUCTS 19,B536CY7,71916.0,1.38
33,DANE,DANEL (ADIR YEOSHUA) LTD,6253433,18371.0,1.38
34,NVMI,NOVA LTD,M7516K103,39953.0,1.38
35,EMCO,E & M COMPUTING,6302216,640592.0,1.37
36,NICE,NICE LTD - SPON ADR,653656108,14736.0,1.37
37,PRTC,PRIORTECH LTD,6677776,145838.0,1.37
38,ITRN,ITURAN LOCATION AND CONTROL,M6158M104,153168.0,1.36
39,TARO,TARO PHARMACEUTICAL INDUS,M8737E108,54212.0,1.36
40,RDWR,RADWARE LTD,M81873107,122722.0,1.36
