,ticker,company,cusip,current shares,current weight(%)
0,NICE,NICE LTD - SPON ADR,653656108,14853.0,1.49
1,FVRR,FIVERR INTERNATIONAL LTD,M4R82T106,18019.0,1.48
2,URGN UQ,UROGEN PHARMA LTD,M96088105,260786.0,1.47
3,KRNT,KORNIT DIGITAL LTD,M6372Q113,32752.0,1.45
4,GILT,GILAT SATELLITE NETWORKS LTD,M51474118,410439.0,1.44
5,INMD,INMODE LTD,M5425M103,36888.0,1.43
6,CYBR,CYBERARK SOFTWARE LTD/ISRAEL,M2682V108,27981.0,1.42
7,MTRX,MATRIX IT LTD,6747754,149504.0,1.42
8,RADA,RADA ELECTRONIC INDS LTD,M81863124,315758.0,1.42
9,SEDG,SOLAREDGE TECHNOLOGIES INC,83417M104,15672.0,1.42
10,CRNT,CERAGON NETWORKS LTD,M22013102,1098900.0,1.42
11,SMWB,SIMILARWEB LTD,M84137104,166309.0,1.41
12,WIX,WIX.COM LTD,M98068105,13214.0,1.41
13,ARD,ARAD LTD,B0G7VP6,300233.0,1.41
14,MLTM,MALAM - TEAM LTD,6875923,121139.0,1.4
15,FROG,JFROG LTD,M6191J100,86581.0,1.4
16,BEZQ,BEZEQ THE ISRAELI TELECOM CO,6098032,3722019.0,1.39
17,EMCO,E & M COMPUTING,6302216,645752.0,1.38
18,SILC,SILICOM LTD,M84116108,92574.0,1.37
19,GMDA,GAMIDA CELL LTD,M47364100,666155.0,1.37
20,HLAN,HILAN LTD,6267230,73306.0,1.37
21,ONE,ONE SOFTWARE TECHNOLOGIES LT,6987709,254344.0,1.37
22,NVMI,NOVA MEASURING INSTRUMENTS,M7516K103,40274.0,1.36
23,KMDA,KAMADA LTD,B0L2CR5,691648.0,1.36
24,CAMT,CAMTEK LTD,M20791105,110630.0,1.36
25,TEVA,TEVA PHARMACEUTICAL-SP ADR,881624209,431504.0,1.36
26,PERI,PERION NETWORK LTD,M78673114,210214.0,1.36
27,PYPD,POLYPID LTD,M8001Q118,503525.0,1.36
28,AUDC,AUDIOCODES LTD,M15342104,118593.0,1.36
29,PLTK,PLAYTIKA HOLDING CORP,72815L107,166090.0,1.36
30,CGNT,COGNYTE SOFTWARE LTD,M25133105,153897.0,1.35
31,DANE,DANEL (ADIR YEOSHUA) LTD,6253433,18518.0,1.35
32,TSEM,TOWER SEMICONDUCTOR LTD,M87915274,142661.0,1.35
33,TARO,TARO PHARMACEUTICAL INDUS,M8737E108,54647.0,1.35
34,MGIC,MAGIC SOFTWARE ENTERPRISES,6328074,225465.0,1.35
35,RDWR,RADWARE LTD,M81873107,123709.0,1.35
36,CHKP,CHECK POINT SOFTWARE TECH,M22465104,30646.0,1.35
37,PLSN,PLASSON INDUSTRIES LTD,6094728,74075.0,1.34
38,PTNR,PARTNER COMMUNICATIONS CO,6374420,898415.0,1.34
39,ENLV,ENLIVEX THERAPEUTICS LTD,M4130Y106,488977.0,1.33
40,TUFN,TUFIN SOFTWARE TECHNOLOGIES,M8893U102,367722.0,1.33
41,AUGN,AUGWIND ENERGY TECH STORAGE,B290CJ7,195654.0,1.33
42,NNDM,NANO DIMENSION LTD - ADR,63008G203,578472.0,1.33
43,NYAX,NAYAX LTD,BMXT7N9,1306327.0,1.33
44,ECP,ELECTRA CONSUMER PRODUCTS 19,B536CY7,72495.0,1.33
45,BLRX ,BIOLINERX LTD-SPONS ADR,09071M205,1147078.0,1.33
46,SPNS,SAPIENS INTERNATIONAL CORP,G7T16G103,149751.0,1.33
47,ESLT,ELBIT SYSTEMS LTD,6308913,29628.0,1.32
48,PRTC,PRIORTECH LTD,6677776,147011.0,1.32
49,CEL,CELLCOM ISRAEL LTD,B23WQK8,1010066.0,1.32
50,ALLT,ALLOT LTD,M0854Q105,208026.0,1.32
51,ITRN,ITURAN LOCATION AND CONTROL,M6158M104,154401.0,1.32
52,BSEN,BET SHEMESH ENGINES HOLDINGS,6103936,198702.0,1.32
53,BATM,BATM ADVANCED COMMUNICATIONS,B85PTW0,3273010.0,1.32
54,ICCM,ICECURE MEDICAL LTD,B67PC92,2676349.0,1.31
55,CHEK,CHECK CAP LTD,M2361E203,3258374.0,1.31
56,MNDY,MONDAY.COM LTD,M7S64H106,18088.0,1.31
57,WKME,WALKME LTD,M97628107,126386.0,1.3
58,CLGN UQ,COLLPLANT BIOTECHNOLOGIES LT,M2R51X116,204311.0,1.3
