,ticker,company,cusip,current shares,current weight(%)
0,TSLA,TESLA INC,88160R101,482989.0,11.02
1,JD,JD.COM INC-ADR,47215P106,2665494.0,7.11
2,KTOS,KRATOS DEFENSE & SECURITY,50077B207,7185383.0,6.73
3,TRMB,TRIMBLE INC,896239100,2309744.0,6.68
4,GOOG,ALPHABET INC-CL C,02079K107,53033.0,4.97
5,IRDM,IRIDIUM COMMUNICATIONS INC,46269C102,3064355.0,4.44
6,BIDU,BAIDU INC - SPON ADR,056752108,664120.0,4.17
7,PATH,UIPATH INC - CLASS A,90364P105,1693299.0,3.71
8,U,UNITY SOFTWARE INC,91332U101,996803.0,3.65
9,LMT,LOCKHEED MARTIN CORP,539830109,215118.0,2.87
10,DE,DEERE & CO,244199105,215048.0,2.66
11,TER,TERADYNE INC,880770102,588409.0,2.62
12,DDD,3D SYSTEMS CORP,88554D205,2689856.0,2.46
13,KMTUY,KOMATSU LTD -SPONS ADR,500458401,2747252.0,2.39
14,NIU,NIU TECHNOLOGIES-SPONS ADR,65481N100,2238635.0,2.25
15,MGA,MAGNA INTERNATIONAL INC,559222401,688285.0,2.06
16,NXPI,NXP SEMICONDUCTORS NV,N6596X109,291967.0,1.99
17,CAT,CATERPILLAR INC,149123101,239009.0,1.76
18,NNDM,NANO DIMENSION LTD - ADR,63008G203,7514525.0,1.72
19,BYDDY,BYD CO LTD-UNSPONSORED ADR,05606L100,819207.0,1.64
20,TWOU,2U INC,90214J101,903166.0,1.47
21,TDY,TELEDYNE TECHNOLOGIES INC,879360105,88876.0,1.38
22,ISRG,INTUITIVE SURGICAL INC,46120E602,40145.0,1.37
23,SNPS,SYNOPSYS INC,871607107,129354.0,1.28
24,AVAV,AEROVIRONMENT INC,008073108,374911.0,1.27
25,NVDA,NVIDIA CORP,67066G104,182212.0,1.26
26,TSP,TUSIMPLE HOLDINGS INC - A,90089L108,752906.0,1.21
27,ANSS,ANSYS INC,03662Q105,91906.0,1.16
28,BABA,ALIBABA GROUP HOLDING-SP ADR,01609W102,153502.0,1.15
29,ESLT,ELBIT SYSTEMS LTD,M3760D101,258329.0,1.14
30,MTLS,MATERIALISE NV-ADR,57667T100,1537736.0,1.12
31,VUZI,VUZIX CORP,92921W300,2116780.0,1.09
32,ACIC,ATLAS CREST INVESTMENT COR-A,049284102,2913630.0,1.01
33,BLDE,BLADE AIR MOBILITY INC,092667104,3352504.0,0.95
34,SPFR,JAWS SPITFIRE ACQUISITION-A,G50740102,2690916.0,0.94
35,TCEHY,TENCENT HOLDINGS LTD-UNS ADR,88032Q109,366320.0,0.9
36,PCAR,PACCAR INC,693718108,294974.0,0.9
37,MKFG,MARKFORGED HOLDING CORP,57064N102,2589319.0,0.89
38,SSYS,STRATASYS LTD,M85548101,1109847.0,0.8
39,PRLB,PROTO LABS INC,743713109,194524.0,0.58
40,BZ,KANZHUN LTD,48553T106,415793.0,0.51
41,XONE,EXONE CO/THE,302104104,749881.0,0.45
42,,DREYFUS GOVT CASH MAN INS,X9USDDGCM,6683140.4,0.23
43,ONVO ,ORGANOVO HOLDINGS INC,68620A203,148148.0,0.04
44,RAVN,RAVEN INDUSTRIES INC,754212108,988.0,0.0
