symbol,_id,company,dividend_startyear,exchange,group,groupcode,index_stockid,industry,industrycode,mktcap_norm_cny,pchange_12w,pchange_ytd,price,sector,sectorcode,share_percentage,shares,value,position,change,share_change,impact,abs_impact,split_factor,price_max,price_min,price_avg,change_from_average,portdate,action,comment,oid
BIDU,2021Q1_869801,百度集团,0,NAS,交互式媒体,30830,-,互联网和相关服务,30830010,416819279000,-11.75,-14.21,$185.52,通信服务,308,0.02,73520,15994000,21.19,10000.0,73520,21.19,21.19,1,339.91,203.97,261.9,-29.16,2021-03-31T04:00:00Z,{1_trade_buy},{trade_buy},2021Q1_869801
TSM,2021Q1_869799,台积电,2020,NYSE,半导体,31130,-,半导体,31130020,3940852695000,-0.32,8.6,$117.53,科技,311,0.01,338011,39980000,52.96,4.16,13488,2.11,2.11,1,140.05,108.96,124.1,-5.29,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 4.16 %,2021Q1_869799
TAL,2021Q1_869800,好未来,0,NYSE,教育,20540,-,教育培训服务,20540010,91478371000,-61.62,-69.32,$21.94,非周期性消费,205,0.06,362494,19520000,25.86,3.06,10759,0.77,0.77,1,90.15,52.09,73.46,-70.13,2021-03-31T04:00:00Z,{2_trade_add},{trade_add} 3.06 %,2021Q1_869800
JD,2021Q1_869805,京东集团,0,NAS,零售,10280,-,网络零售,10280050,774722131000,-0.81,-12.56,$76.86,周期性消费,102,0.0,0,0,0.0,-10000.0,-643736,-34.77,34.77,1,106.88,78.71,91.81,-16.28,2021-03-31T04:00:00Z,{5_trade_sell},{trade_sell},2021Q1_869805
YUMC,2021Q1_869803,百胜中国,2020,NYSE,餐饮,10270,-,餐饮,10270010,177449396000,9.4,14.8,$65.30,周期性消费,102,0.0,0,0,0.0,-10000.0,-404473,-14.19,14.19,1,64.35,55.98,59.81,9.18,2021-03-31T04:00:00Z,{5_trade_sell},{trade_sell},2021Q1_869803
ZTO,2021Q1_869804,中通快递,2018,NYSE,交通运输,31080,-,装卸搬运和其他运输代理,31080060,156209549000,0.86,1.03,$29.21,工业,310,0.0,0,0,0.0,-10000.0,-397747,-7.13,7.13,1,38.48,27.43,32.74,-10.78,2021-03-31T04:00:00Z,{5_trade_sell},{trade_sell},2021Q1_869804
BABA,2021Q1_869802,阿里巴巴,0,NYSE,零售,10280,-,网络零售,10280050,3766390937000,-10.18,-7.72,$214.76,周期性消费,102,0.0,0,0,0.0,-10000.0,-46996,-6.72,6.72,1,270.83,222.72,245.98,-12.69,2021-03-31T04:00:00Z,{5_trade_sell},{trade_sell},2021Q1_869802
