,ticker,company,cusip,current shares,current weight(%)
0,TRMB,TRIMBLE INC,896239100,667008.0,10.46
1,PRNT,THE 3D PRINTING ETF,00214Q500,1099620.0,7.08
2,KTOS,KRATOS DEFENSE & SECURITY,50077B207,1493721.0,5.92
3,IRDM,IRIDIUM COMMUNICATIONS INC,46269C102,888916.0,5.92
4,LHX,L3HARRIS TECHNOLOGIES INC,502431109,146888.0,5.71
5,LMT,LOCKHEED MARTIN CORP,539830109,81803.0,4.89
6,U,UNITY SOFTWARE INC,91332U101,222317.0,4.61
7,HO,THALES SA,4162791,236143.0,3.93
8,6301,KOMATSU LTD,6496584,874688.0,3.5
9,2618,JD LOGISTICS INC,BNMBPD9,5722713.0,3.47
10,DSY FP,DASSAULT SYSTEMES SE,BM8H5Y5,317357.0,3.02
11,AMZN,AMAZON.COM INC,023135106,5370.0,2.95
12,PATH,UIPATH INC - CLASS A,90364P105,266220.0,2.88
13,AVAV,AEROVIRONMENT INC,008073108,167578.0,2.83
14,GOOG,ALPHABET INC-CL C,02079K107,5877.0,2.8
15,BA,BOEING CO/THE,097023105,72318.0,2.66
16,NFLX,NETFLIX INC,64110L106,26802.0,2.44
17,SPR,SPIRIT AEROSYSTEMS HOLD-CL A,848574109,338037.0,2.31
18,JOBY,JOBY AVIATION INC,G65163100,1162981.0,2.14
19,BLDE,BLADE AIR MOBILITY INC,092667104,1272404.0,1.68
20,TER,TERADYNE INC,880770102,85136.0,1.67
21,DE,DEERE & CO,244199105,26452.0,1.66
22,ESLT,ELBIT SYSTEMS LTD,M3760D101,62340.0,1.51
23,,DREYFUS GOVT CASH MAN INS,X9USDDGCM,8262571.9,1.38
24,PLTR,PALANTIR TECHNOLOGIES INC-A,69608A108,299279.0,1.21
25,HON,HONEYWELL INTERNATIONAL INC,438516106,30357.0,1.17
26,SPFR,JAWS SPITFIRE ACQUISITION-A,G50740102,702868.0,1.16
27,MKFG,MARKFORGED HOLDING CORP,57064N102,779035.0,1.09
28,ANSS,ANSYS INC,03662Q105,17462.0,1.06
29,AIR,AIRBUS SE,4012250,45942.0,1.04
30,NVDA,NVIDIA CORP,67066G104,27084.0,1.0
31,SNPS,SYNOPSYS INC,871607107,18398.0,1.0
32,ACIC,ATLAS CREST INVESTMENT COR-A,049284102,591729.0,0.98
33,GRMN U,GARMIN LTD,B3Z5T14,34211.0,0.98
34,HEI,HEICO CORP,422806109,43740.0,0.94
35,TDY,TELEDYNE TECHNOLOGIES INC,879360105,11966.0,0.91
36,BABA,ALIBABA GROUP HOLDING-SP ADR,01609W102,738.0,0.02
