,ticker,company,cusip,current shares,current weight(%)
0,TSLA,TESLA INC,88160R101,3291099.0,10.49
1,TDOC,TELADOC HEALTH INC,87918A105,8646938.0,5.61
2,ROKU,ROKU INC,77543R102,3304301.0,5.23
3,COIN,COINBASE GLOBAL INC -CLASS A,19260Q107,4180262.0,4.81
4,U,UNITY SOFTWARE INC,91332U101,8355854.0,4.67
5,ZM,ZOOM VIDEO COMMUNICATIONS-A,98980L101,2842734.0,4.3
6,SHOP,SHOPIFY INC - CLASS A,82509L107,573779.0,3.99
7,SQ,SQUARE INC - A,852234103,3292356.0,3.95
8,TWLO,TWILIO INC - A,90138F102,2238180.0,3.56
9,SPOT,SPOTIFY TECHNOLOGY SA,L8681T102,3417774.0,3.48
10,NTLA,INTELLIA THERAPEUTICS INC,45826J105,4286263.0,3.04
11,EXAS,EXACT SCIENCES CORP,30063P105,6591449.0,3.0
12,Z,ZILLOW GROUP INC - C,98954M200,6612466.0,2.96
13,PLTR,PALANTIR TECHNOLOGIES INC-A,69608A108,26270315.0,2.87
14,CRSP,CRISPR THERAPEUTICS AG,H17182108,4934756.0,2.78
15,DKNG,DRAFTKINGS INC - CL A,26142R104,10121567.0,2.73
16,PATH,UIPATH INC - CLASS A,90364P105,8513944.0,2.48
17,BEAM,BEAM THERAPEUTICS INC,07373V105,4897026.0,2.24
18,TWTR,TWITTER INC,90184L102,7602218.0,2.19
19,FATE,FATE THERAPEUTICS INC,31189P102,5662634.0,1.85
20,DOCU,DOCUSIGN INC,256163106,1352463.0,1.81
21,TXG,10X GENOMICS INC-CLASS A,88025U109,2196188.0,1.64
22,NVTA,INVITAE CORP,46185L103,12398912.0,1.55
23,TSP,TUSIMPLE HOLDINGS INC - A,90089L108,7360921.0,1.48
24,IRDM,IRIDIUM COMMUNICATIONS INC,46269C102,8157295.0,1.46
25,SE,SEA LTD-ADR,81141R100,932195.0,1.34
26,EDIT,EDITAS MEDICINE INC,28106W103,4296704.0,1.26
27,PACB,PACIFIC BIOSCIENCES OF CALIF,69404D108,8457504.0,1.1
28,HOOD,ROBINHOOD MARKETS INC - A,770700102,4819118.0,1.06
29,PD,PAGERDUTY INC,69553P100,5654798.0,1.04
30,TER,TERADYNE INC,880770102,1776628.0,0.94
31,TWST,TWIST BIOSCIENCE CORP,90184D100,1742204.0,0.88
32,IOVA,IOVANCE BIOTHERAPEUTICS INC,462260100,7476478.0,0.79
33,TWOU,2U INC,90214J101,4878859.0,0.78
34,TRMB,TRIMBLE INC,896239100,1651072.0,0.7
35,VCYT,VERACYTE INC,92337F107,3484871.0,0.69
36,BLI,BERKELEY LIGHTS INC,084310101,4322367.0,0.68
37,SKLZ,SKILLZ INC,83067L109,13480539.0,0.65
38,NTDOY,NINTENDO CO LTD-UNSPONS ADR,654445303,2294975.0,0.62
39,PRLB,PROTO LABS INC,743713109,1743459.0,0.56
40,SRNG,SOARING EAGLE ACQU - CL A,G8354H126,10188415.0,0.46
41,NSTG,NANOSTRING TECHNOLOGIES INC,63009R109,1673049.0,0.42
42,SGFY,SIGNIFY HEALTH INC -CLASS A,82671G100,3247295.0,0.38
43,SSYS,STRATASYS LTD,M85548101,3921515.0,0.36
44,MTLS,MATERIALISE NV-ADR,57667T100,3493124.0,0.34
45,CERS,CERUS CORP,157085101,11545394.0,0.32
46,,DREYFUS GOVT CASH MAN INS,X9USDDGCM,45096443.74,0.2
47,CGEN,COMPUGEN LTD,M25722105,6074131.0,0.18
48,MCRB,SERES THERAPEUTICS INC,81750R102,2133821.0,0.06
