,ticker,company,cusip,current shares,current weight(%)
0,TDOC,TELADOC HEALTH INC,87918A105,3893590.0,6.78
1,EXAS,EXACT SCIENCES CORP,30063P105,4069605.0,4.97
2,PACB,PACIFIC BIOSCIENCES OF CALIF,69404D108,14036268.0,4.91
3,VRTX,VERTEX PHARMACEUTICALS INC,92532F100,1765049.0,4.28
4,IONS,IONIS PHARMACEUTICALS INC,462222100,8785845.0,4.18
5,FATE,FATE THERAPEUTICS INC,31189P102,4695505.0,4.12
6,REGN,REGENERON PHARMACEUTICALS,75886F107,465752.0,3.75
7,CDNA,CAREDX INC,14167L103,3518723.0,3.27
8,TWST,TWIST BIOSCIENCE CORP,90184D100,2315171.0,3.13
9,NTLA,INTELLIA THERAPEUTICS INC,45826J105,1545861.0,2.95
10,ACCD,ACCOLADE INC,00437E102,5399082.0,2.84
11,TAK UN,TAKEDA PHARMACEUTIC-SP ADR,874060205,13929612.0,2.82
12,VEEV,VEEVA SYSTEMS INC-CLASS A,922475108,702140.0,2.75
13,CRSP,CRISPR THERAPEUTICS AG,H17182108,1809203.0,2.74
14,INCY,INCYTE CORP,45337C102,2965241.0,2.7
15,SGFY,SIGNIFY HEALTH INC -CLASS A,82671G100,7129270.0,2.25
16,BEAM,BEAM THERAPEUTICS INC,07373V105,1777799.0,2.18
17,PATH,UIPATH INC - CLASS A,90364P105,2505630.0,1.96
18,CDXS,CODEXIS INC,192005106,6247050.0,1.95
19,ADPT,ADAPTIVE BIOTECHNOLOGIES,00650F109,4638868.0,1.92
20,CSTL,CASTLE BIOSCIENCES INC,14843C105,2183107.0,1.91
21,NVS,NOVARTIS AG-SPONSORED ADR,66987V109,1711210.0,1.89
22,SDGR,SCHRODINGER INC,80810D103,2604160.0,1.84
23,IOVA,IOVANCE BIOTHERAPEUTICS INC,462260100,6088931.0,1.73
24,ARCT UQ,ARCTURUS THERAPEUTICS HOLDIN,03969T109,2618276.0,1.68
25,NVTA,INVITAE CORP,46185L103,4749441.0,1.59
26,BLI,BERKELEY LIGHTS INC,084310101,3459456.0,1.47
27,TXG,10X GENOMICS INC-CLASS A,88025U109,650842.0,1.31
28,RPTX,REPARE THERAPEUTICS INC,760273102,2781735.0,1.17
29,SMFR,SEMA4 HOLDINGS CORP,81663L101,10360464.0,1.16
30,SRNG,SOARING EAGLE ACQU - CL A,G8354H126,9588086.0,1.15
31,MASS,908 DEVICES INC,65443P102,2721892.0,1.11
32,BFLY,BUTTERFLY NETWORK INC,124155102,7421507.0,1.07
33,PSNL,PERSONALIS INC,71535D106,4532496.0,1.06
34,VCYT,VERACYTE INC,92337F107,1959463.0,1.05
35,EDIT,EDITAS MEDICINE INC,28106W103,1307694.0,1.03
36,VERV,VERVE THERAPEUTICS INC,92539P101,1307813.0,1.02
37,QSI,QUANTUM-SI INC,74765K105,9385384.0,1.01
38,RHHBY,ROCHE HOLDINGS LTD-SPONS ADR,771195104,1636464.0,0.97
39,ONEM,1LIFE HEALTHCARE INC,68269G107,3047438.0,0.89
40,RXRX,RECURSION PHARMACEUTICALS-A,75629V104,2677126.0,0.71
41,CLLS,CELLECTIS - ADR,15117K103,4157930.0,0.68
42,BMY,BRISTOL-MYERS SQUIBB CO,110122108,829628.0,0.67
43,NSTG,NANOSTRING TECHNOLOGIES INC,63009R109,894278.0,0.61
44,ZY,ZYMERGEN INC,98985X100,3902070.0,0.61
45,CRBU,CARIBOU BIOSCIENCES INC,142038108,1445261.0,0.5
46,PLTR,PALANTIR TECHNOLOGIES INC-A,69608A108,1681654.0,0.49
47,PFE,PFIZER INC,717081103,754223.0,0.43
48,CERS,CERUS CORP,157085101,5425368.0,0.4
49,,CM LIFE SCIENCES II INC,125842203,2717327.0,0.35
50,AQB,AQUABOUNTY TECHNOLOGIES,03842K200,6430606.0,0.35
51,SURF,SURFACE ONCOLOGY INC,86877M209,4390888.0,0.33
52,CGEN,COMPUGEN LTD,M25722105,3806500.0,0.3
53,DYNS,DYNAMICS SPECIAL PURPOSE C-A,268010105,2068357.0,0.24
54,,DREYFUS GOVT CASH MAN INS,X9USDDGCM,17915059.05,0.22
55,SRPT,SAREPTA THERAPEUTICS INC,803607100,158631.0,0.15
56,MCRB,SERES THERAPEUTICS INC,81750R102,1795788.0,0.13
57,EVGN,EVOGENE LTD,M4119S104,3049258.0,0.1
58,DRNA,DICERNA PHARMACEUTICALS INC,253031108,307064.0,0.08
59,PSTG,PURE STORAGE INC - CLASS A,74624M102,257847.0,0.06
60,ONVO ,ORGANOVO HOLDINGS INC,68620A203,252230.0,0.02
61,SEER,SEER INC,81578P106,23912.0,0.01
62,PSTI,PLURISTEM THERAPEUTICS INC,72940R300,174768.0,0.01
