,ticker,company,cusip,current shares,current weight(%)
0,TSLA,TESLA INC,88160R101,849293.0,10.35
1,GBTC,GRAYSCALE BITCOIN TRUST BTC,389637109,8670483.0,5.81
2,TWTR,TWITTER INC,90184L102,4629916.0,5.09
3,TDOC,TELADOC HEALTH INC,87918A105,1964315.0,4.87
4,COIN,COINBASE GLOBAL INC -CLASS A,19260Q107,1071951.0,4.72
5,SHOP,SHOPIFY INC - CLASS A,82509L107,171830.0,4.57
6,U,UNITY SOFTWARE INC,91332U101,2141382.0,4.57
7,SQ,SQUARE INC - A,852234103,907651.0,4.16
8,TWLO,TWILIO INC - A,90138F102,624038.0,3.8
9,DKNG,DRAFTKINGS INC - CL A,26142R104,3575497.0,3.68
10,SPOT,SPOTIFY TECHNOLOGY SA,L8681T102,893688.0,3.48
11,ROKU,ROKU INC,77543R102,539998.0,3.27
12,ZM,ZOOM VIDEO COMMUNICATIONS-A,98980L101,555222.0,3.21
13,PTON,PELOTON INTERACTIVE INC-A,70614W100,1580014.0,3.15
14,PLTR,PALANTIR TECHNOLOGIES INC-A,69608A108,6101242.0,2.55
15,Z,ZILLOW GROUP INC - C,98954M200,1346555.0,2.31
16,PATH,UIPATH INC - CLASS A,90364P105,2045469.0,2.28
17,RBLX,ROBLOX CORP -CLASS A,771049103,1391903.0,2.16
18,ETSY,ETSY INC,29786A106,448397.0,1.55
19,OKTA,OKTA INC,679295105,342367.0,1.53
20,SE,SEA LTD-ADR,81141R100,276256.0,1.52
21,LC,LENDINGCLUB CORP,52603A208,2669290.0,1.33
22,MELI,MERCADOLIBRE INC,58733R102,39524.0,1.27
23,ADYEY,ADYEN NV-UNSPON ADR,00783V104,2254460.0,1.24
24,SKLZ,SKILLZ INC,83067L109,6494551.0,1.21
25,FTCH,FARFETCH LTD-CLASS A,30744W107,1520656.0,1.11
26,SPLK,SPLUNK INC,848637104,401744.0,1.07
27,VUZI,VUZIX CORP,92921W300,4997556.0,1.07
28,NET,CLOUDFLARE INC - CLASS A,18915M107,501086.0,1.06
29,SNAP,SNAP INC - A,83304A106,816908.0,1.05
30,DIS,WALT DISNEY CO/THE,254687106,344315.0,1.05
31,DOCU,DOCUSIGN INC,256163106,193067.0,0.99
32,TTD,TRADE DESK INC/THE -CLASS A,88339J105,705010.0,0.97
33,PYPL,PAYPAL HOLDINGS INC,70450Y103,203453.0,0.97
34,PD,PAGERDUTY INC,69553P100,1370912.0,0.96
35,VCYT,VERACYTE INC,92337F107,1152160.0,0.88
36,LPSN,LIVEPERSON INC,538146101,755923.0,0.82
37,HOOD,ROBINHOOD MARKETS INC - A,770700102,931967.0,0.78
38,NNDM,NANO DIMENSION LTD - ADR,63008G203,7245253.0,0.75
39,KVSB,KHOSLA VENTURES ACQUISITIO-A,482505104,4303454.0,0.73
40,TWOU,2U INC,90214J101,1190479.0,0.73
41,CND,CONCORD ACQUISITION CORP -A,206071102,2831250.0,0.49
42,GENI,GENIUS SPORTS LTD,G3934V109,1464838.0,0.48
43,,DREYFUS GOVT CASH MAN INS,X9USDDGCM,22026311.83,0.38
44,NTDOY,NINTENDO CO LTD-UNSPONS ADR,654445303,1241.0,0.0
45,SNOW,SNOWFLAKE INC-CLASS A,833445109,98.0,0.0
