,ticker,company,cusip,current shares,current weight(%)
0,TSLA,TESLA INC,88160R101,3239247.0,10.51
1,TDOC,TELADOC HEALTH INC,87918A105,8510604.0,5.69
2,ROKU,ROKU INC,77543R102,3252217.0,5.45
3,COIN,COINBASE GLOBAL INC -CLASS A,19260Q107,4114374.0,5.05
4,U,UNITY SOFTWARE INC,91332U101,8224136.0,4.82
5,ZM,ZOOM VIDEO COMMUNICATIONS-A,98980L101,2797900.0,4.49
6,SQ,SQUARE INC - A,852234103,3361646.0,4.22
7,SHOP,SHOPIFY INC - CLASS A,82509L107,585491.0,4.05
8,TWLO,TWILIO INC - A,90138F102,2202916.0,3.58
9,SPOT,SPOTIFY TECHNOLOGY SA,L8681T102,3363892.0,3.47
10,NTLA,INTELLIA THERAPEUTICS INC,45826J105,4218693.0,3.0
11,Z,ZILLOW GROUP INC - C,98954M200,6508195.0,2.98
12,PLTR,PALANTIR TECHNOLOGIES INC-A,69608A108,25856137.0,2.96
13,EXAS,EXACT SCIENCES CORP,30063P105,6487513.0,2.88
14,CRSP,CRISPR THERAPEUTICS AG,H17182108,4856944.0,2.71
15,PATH,UIPATH INC - CLASS A,90364P105,8379732.0,2.43
16,BEAM,BEAM THERAPEUTICS INC,07373V105,4819828.0,2.34
17,DKNG,DRAFTKINGS INC - CL A,26142R104,9228259.0,2.29
18,TWTR,TWITTER INC,90184L102,7482332.0,2.23
19,DOCU,DOCUSIGN INC,256163106,1331119.0,1.82
20,FATE,FATE THERAPEUTICS INC,31189P102,5068828.0,1.62
21,TXG,10X GENOMICS INC-CLASS A,88025U109,2161562.0,1.6
22,IRDM,IRIDIUM COMMUNICATIONS INC,46269C102,8028651.0,1.53
23,NVTA,INVITAE CORP,46185L103,12042739.0,1.47
24,SE,SEA LTD-ADR,81141R100,917508.0,1.35
25,EDIT,EDITAS MEDICINE INC,28106W103,4228960.0,1.22
26,TSP,TUSIMPLE HOLDINGS INC - A,90089L108,7244863.0,1.17
27,PACB,PACIFIC BIOSCIENCES OF CALIF,69404D108,8324162.0,1.11
28,PD,PAGERDUTY INC,69553P100,5565652.0,1.03
29,HOOD,ROBINHOOD MARKETS INC - A,770700102,4743138.0,0.96
30,TER,TERADYNE INC,880770102,1748614.0,0.95
31,TWST,TWIST BIOSCIENCE CORP,90184D100,1744132.0,0.84
32,TWOU,2U INC,90214J101,4884255.0,0.82
33,IOVA,IOVANCE BIOTHERAPEUTICS INC,462260100,7484755.0,0.76
34,NTDOY,NINTENDO CO LTD-UNSPONS ADR,654445303,2484537.0,0.72
35,BLI,BERKELEY LIGHTS INC,084310101,4254217.0,0.7
36,TRMB,TRIMBLE INC,896239100,1625030.0,0.7
37,SKLZ,SKILLZ INC,83067L109,13267993.0,0.66
38,VCYT,VERACYTE INC,92337F107,3373584.0,0.63
39,PRLB,PROTO LABS INC,743713109,1788224.0,0.6
40,NSTG,NANOSTRING TECHNOLOGIES INC,63009R109,1646659.0,0.41
41,SSYS,STRATASYS LTD,M85548101,3925851.0,0.38
42,SRNG,SOARING EAGLE ACQU - CL A,G8354H126,8055588.0,0.38
43,MTLS,MATERIALISE NV-ADR,57667T100,3496988.0,0.34
44,CERS,CERUS CORP,157085101,11558166.0,0.32
45,SGFY,SIGNIFY HEALTH INC -CLASS A,82671G100,2675116.0,0.32
46,CGEN,COMPUGEN LTD,M25722105,6080851.0,0.18
47,,DREYFUS GOVT CASH MAN INS,X9USDDGCM,37219244.07,0.18
48,MCRB,SERES THERAPEUTICS INC,81750R102,2366749.0,0.07
