,ticker,company,cusip,current shares,current weight(%)
0,TRMB,TRIMBLE INC,896239100,669298.0,10.39
1,PRNT,THE 3D PRINTING ETF,00214Q500,1073826.0,6.9
2,IRDM,IRIDIUM COMMUNICATIONS INC,46269C102,891966.0,6.12
3,LHX,L3HARRIS TECHNOLOGIES INC,502431109,147392.0,5.84
4,KTOS,KRATOS DEFENSE & SECURITY,50077B207,1498847.0,5.64
5,LMT,LOCKHEED MARTIN CORP,539830109,77911.0,4.77
6,U,UNITY SOFTWARE INC,91332U101,223081.0,4.7
7,HO,THALES SA,4162791,236955.0,3.99
8,6301,KOMATSU LTD,6496584,877688.0,3.56
9,GOOG,ALPHABET INC-CL C,02079K107,6933.0,3.29
10,DSY FP,DASSAULT SYSTEMES SE,BM8H5Y5,318447.0,3.07
11,AMZN,AMAZON.COM INC,023135106,5388.0,2.95
12,AVAV,AEROVIRONMENT INC,008073108,168154.0,2.87
13,PATH,UIPATH INC - CLASS A,90364P105,267134.0,2.78
14,2618,JD LOGISTICS INC,BNMBPD9,4789823.0,2.64
15,BA,BOEING CO/THE,097023105,72568.0,2.64
16,NFLX,NETFLIX INC,64110L106,26894.0,2.52
17,SPR,SPIRIT AEROSYSTEMS HOLD-CL A,848574109,339197.0,2.24
18,JOBY,JOBY AVIATION INC,G65163100,1166973.0,1.99
19,TER,TERADYNE INC,880770102,85428.0,1.66
20,DE,DEERE & CO,244199105,26544.0,1.6
21,BLDE,BLADE AIR MOBILITY INC,092667104,1276772.0,1.58
22,ESLT,ELBIT SYSTEMS LTD,M3760D101,62554.0,1.56
23,SNPS,SYNOPSYS INC,871607107,24042.0,1.31
24,PLTR,PALANTIR TECHNOLOGIES INC-A,69608A108,300307.0,1.24
25,SPFR,JAWS SPITFIRE ACQUISITION-A,G50740102,705282.0,1.2
26,HON,HONEYWELL INTERNATIONAL INC,438516106,30463.0,1.19
27,GRMN U,GARMIN LTD,B3Z5T14,39567.0,1.16
28,ANSS,ANSYS INC,03662Q105,17522.0,1.09
29,AIR,AIRBUS SE,4012250,46100.0,1.02
30,NVDA,NVIDIA CORP,67066G104,27178.0,0.97
31,HEI,HEICO CORP,422806109,43890.0,0.96
32,TDY,TELEDYNE TECHNOLOGIES INC,879360105,12008.0,0.93
33,,DREYFUS GOVT CASH MAN INS,X9USDDGCM,5152198.81,0.88
34,3690,MEITUAN-CLASS B,BGJW376,203063.0,0.86
35,MKFG,MARKFORGED HOLDING CORP,57064N102,581139.0,0.79
36,ACIC,ATLAS CREST INVESTMENT COR-A,049284102,388478.0,0.66
37,BABA,ALIBABA GROUP HOLDING-SP ADR,01609W102,17363.0,0.47
