,ticker,company,cusip,current shares,current weight(%)
0,TSLA,TESLA INC,88160R101,487812.0,11.17
1,JD,JD.COM INC-ADR,47215P106,2692115.0,7.28
2,KTOS,KRATOS DEFENSE & SECURITY,50077B207,7248926.0,6.67
3,TRMB,TRIMBLE INC,896239100,2332811.0,6.65
4,GOOG,ALPHABET INC-CL C,02079K107,53558.0,4.95
5,BIDU,BAIDU INC - SPON ADR,056752108,670756.0,4.38
6,IRDM,IRIDIUM COMMUNICATIONS INC,46269C102,3094961.0,4.04
7,PATH,UIPATH INC - CLASS A,90364P105,1570662.0,3.29
8,U,UNITY SOFTWARE INC,91332U101,922247.0,3.14
9,LMT,LOCKHEED MARTIN CORP,539830109,217267.0,2.89
10,DE,DEERE & CO,244199105,217197.0,2.65
11,DDD,3D SYSTEMS CORP,88554D205,2716722.0,2.61
12,TER,TERADYNE INC,880770102,594289.0,2.58
13,KMTUY,KOMATSU LTD -SPONS ADR,500458401,2774691.0,2.43
14,NIU,NIU TECHNOLOGIES-SPONS ADR,65481N100,2260993.0,2.29
15,NXPI,NXP SEMICONDUCTORS NV,N6596X109,302871.0,2.07
16,CAT,CATERPILLAR INC,149123101,241396.0,1.8
17,ISRG,INTUITIVE SURGICAL INC,46120E602,51479.0,1.73
18,NNDM,NANO DIMENSION LTD - ADR,63008G203,7589571.0,1.73
19,MGA,MAGNA INTERNATIONAL INC,559222401,542398.0,1.67
20,BYDDY,BYD CO LTD-UNSPONSORED ADR,05606L100,849518.0,1.64
21,TDY,TELEDYNE TECHNOLOGIES INC,879360105,89765.0,1.38
22,TWOU,2U INC,90214J101,912189.0,1.37
23,TSP,TUSIMPLE HOLDINGS INC - A,90089L108,760427.0,1.29
24,SNPS,SYNOPSYS INC,871607107,130649.0,1.28
25,AVAV,AEROVIRONMENT INC,008073108,378656.0,1.25
26,NVDA,NVIDIA CORP,67066G104,46008.0,1.23
27,ESLT,ELBIT SYSTEMS LTD,M3760D101,260912.0,1.17
28,BABA,ALIBABA GROUP HOLDING-SP ADR,01609W102,155035.0,1.17
29,ANSS,ANSYS INC,03662Q105,92829.0,1.15
30,MTLS,MATERIALISE NV-ADR,57667T100,1553096.0,1.15
31,VUZI,VUZIX CORP,92921W300,2137922.0,1.11
32,ACIC,ATLAS CREST INVESTMENT COR-A,049284102,2942729.0,1.03
33,TCEHY,TENCENT HOLDINGS LTD-UNS ADR,88032Q109,369981.0,0.95
34,SPFR,JAWS SPITFIRE ACQUISITION-A,G50740102,2717792.0,0.95
35,PCAR,PACCAR INC,693718108,297921.0,0.93
36,RAVN,RAVEN INDUSTRIES INC,754212108,457676.0,0.92
37,BLDE,BLADE AIR MOBILITY INC,092667104,3088497.0,0.83
38,SSYS,STRATASYS LTD,M85548101,1120935.0,0.82
39,PRLB,PROTO LABS INC,743713109,196470.0,0.59
40,MKFG,MARKFORGED HOLDING CORP,57064N102,2114134.0,0.58
41,BZ,KANZHUN LTD,48553T106,419951.0,0.52
42,XONE,EXONE CO/THE,302104104,757371.0,0.45
43,,DREYFUS GOVT CASH MAN INS,X9USDDGCM,6007388.03,0.21
44,ONVO ,ORGANOVO HOLDINGS INC,68620A203,149632.0,0.04
45,GLEO,GALILEO ACQUISITION CORP,G3770A102,58.0,0.0
