,ticker,company,cusip,current shares,current weight(%)
0,FTAL,FATTAL HOLDINGS 1998 LTD,BG1YKN5,43623.0,1.49
1,BATM,BATM ADVANCED COMMUNICATIONS,B85PTW0,3562067.0,1.48
2,URGN UQ,UROGEN PHARMA LTD,M96088105,262178.0,1.46
3,NICE,NICE LTD - SPON ADR,653656108,15726.0,1.45
4,ESLT,ELBIT SYSTEMS LTD,6308913,31316.0,1.44
5,SPNS,SAPIENS INTERNATIONAL CORP,G7T16G103,156542.0,1.43
6,CHKP,CHECK POINT SOFTWARE TECH,M22465104,32087.0,1.43
7,MTRX,MATRIX IT LTD,6747754,150302.0,1.42
8,RADA,RADA ELECTRONIC INDS LTD,M81863124,317444.0,1.42
9,PRTC,PRIORTECH LTD,6677776,147795.0,1.42
10,KMDA,KAMADA LTD,B0L2CR5,695342.0,1.41
11,ARD,ARAD LTD,B0G7VP6,301837.0,1.4
12,BEZQ,BEZEQ THE ISRAELI TELECOM CO,6098032,3741907.0,1.4
13,MLTM,MALAM - TEAM LTD,6875923,121785.0,1.4
14,NYAX,NAYAX LTD,BMXT7N9,1313307.0,1.4
15,AQUA,AQUARIUS ENGINES AM LTD,BN7JJ92,278913.0,1.4
16,CAMT,CAMTEK LTD,M20791105,111220.0,1.4
17,GMDA,GAMIDA CELL LTD,M47364100,669713.0,1.39
18,ICCM,ICECURE MEDICAL LTD,B67PC92,2690649.0,1.39
19,ALLT,ALLOT LTD,M0854Q105,209136.0,1.39
20,CRNT,CERAGON NETWORKS LTD,M22013102,1104772.0,1.39
21,KRNT,KORNIT DIGITAL LTD,M6372Q113,32926.0,1.39
22,EMCO,E & M COMPUTING,6302216,649202.0,1.39
23,AUGN,AUGWIND ENERGY TECH STORAGE,B290CJ7,196698.0,1.39
24,BLRX ,BIOLINERX LTD-SPONS ADR,09071M205,1153206.0,1.39
25,TSEM,TOWER SEMICONDUCTOR LTD,M87915274,143423.0,1.38
26,SILC,SILICOM LTD,M84116108,93068.0,1.38
27,AUDC,AUDIOCODES LTD,M15342104,119225.0,1.38
28,MGIC,MAGIC SOFTWARE ENTERPRISES,6328074,226669.0,1.37
29,ECP,ELECTRA CONSUMER PRODUCTS 19,B536CY7,72881.0,1.37
30,RDWR,RADWARE LTD,M81873107,124369.0,1.37
31,TEVA,TEVA PHARMACEUTICAL-SP ADR,881624209,433808.0,1.37
32,HLAN,HILAN LTD,6267230,73696.0,1.37
33,NVMI,NOVA MEASURING INSTRUMENTS,M7516K103,40488.0,1.37
34,PTNR,PARTNER COMMUNICATIONS CO,6374420,903215.0,1.37
35,NNDM,NANO DIMENSION LTD - ADR,63008G203,581562.0,1.36
36,NNOX,NANO-X IMAGING LTD,M70700105,132727.0,1.36
37,BSEN,BET SHEMESH ENGINES HOLDINGS,6103936,199762.0,1.36
38,PYPD,POLYPID LTD,M8001Q118,506215.0,1.36
39,DANE,DANEL (ADIR YEOSHUA) LTD,6253433,18616.0,1.36
