,ticker,company,cusip,current shares,current weight(%)
0,TSLA,TESLA INC,88160R101,3352901.0,10.19
1,TDOC,TELADOC HEALTH INC,87918A105,8809088.0,5.73
2,ROKU,ROKU INC,77543R102,3317175.0,5.69
3,ZM,ZOOM VIDEO COMMUNICATIONS-A,98980L101,2896071.0,4.91
4,SQ,SQUARE INC - A,852234103,4011663.0,4.81
5,COIN,COINBASE GLOBAL INC -CLASS A,19260Q107,4258646.0,4.63
6,SHOP,SHOPIFY INC - CLASS A,82509L107,662158.0,4.35
7,U,UNITY SOFTWARE INC,91332U101,8512553.0,3.99
8,TWLO,TWILIO INC - A,90138F102,2280132.0,3.66
9,SPOT,SPOTIFY TECHNOLOGY SA,L8681T102,3481875.0,3.27
10,Z,ZILLOW GROUP INC - C,98954M200,6291938.0,2.95
11,EXAS,EXACT SCIENCES CORP,30063P105,6349609.0,2.92
12,NTLA,INTELLIA THERAPEUTICS INC,45826J105,4147630.0,2.91
13,CRSP,CRISPR THERAPEUTICS AG,H17182108,4926082.0,2.8
14,TWTR,TWITTER INC,90184L102,8282707.0,2.44
15,PATH,UIPATH INC - CLASS A,90364P105,8574769.0,2.36
16,BEAM,BEAM THERAPEUTICS INC,07373V105,4784468.0,2.25
17,DOCU,DOCUSIGN INC,256163106,1722018.0,2.24
18,PLTR,PALANTIR TECHNOLOGIES INC-A,69608A108,22166162.0,2.12
19,DKNG,DRAFTKINGS INC - CL A,26142R104,9551966.0,2.05
20,FATE,FATE THERAPEUTICS INC,31189P102,4660991.0,1.89
21,SE,SEA LTD-ADR,81141R100,1360798.0,1.76
22,TXG,10X GENOMICS INC-CLASS A,88025U109,2341424.0,1.75
23,IRDM,IRIDIUM COMMUNICATIONS INC,46269C102,8310267.0,1.55
24,NVTA,INVITAE CORP,46185L103,11757371.0,1.54
25,PACB,PACIFIC BIOSCIENCES OF CALIF,69404D108,8616135.0,1.28
26,HOOD,ROBINHOOD MARKETS INC - A,770700102,4909508.0,1.06
27,PD,PAGERDUTY INC,69553P100,5694628.0,1.05
28,TER,TERADYNE INC,880770102,1901773.0,1.02
29,EDIT,EDITAS MEDICINE INC,28106W103,4315282.0,1.0
30,TWST,TWIST BIOSCIENCE CORP,90184D100,1826249.0,0.96
31,TWOU,2U INC,90214J101,5114082.0,0.91
32,NTDOY,NINTENDO CO LTD-UNSPONS ADR,654445303,3313065.0,0.88
33,IOVA,IOVANCE BIOTHERAPEUTICS INC,462260100,8230106.0,0.84
34,TSP,TUSIMPLE HOLDINGS INC - A,90089L108,4530032.0,0.73
35,SKLZ,SKILLZ INC,83067L109,13733368.0,0.72
36,BLI,BERKELEY LIGHTS INC,084310101,3468813.0,0.69
37,PRLB,PROTO LABS INC,743713109,1973904.0,0.68
38,VCYT,VERACYTE INC,92337F107,3315209.0,0.67
39,TRMB,TRIMBLE INC,896239100,1682053.0,0.64
40,NSTG,NANOSTRING TECHNOLOGIES INC,63009R109,1876450.0,0.49
41,SSYS,STRATASYS LTD,M85548101,4110598.0,0.38
42,MTLS,MATERIALISE NV-ADR,57667T100,3661567.0,0.35
43,CERS,CERUS CORP,157085101,12102051.0,0.32
44,CGEN,COMPUGEN LTD,M25722105,6366999.0,0.19
45,,DREYFUS GOVT CASH MAN INS,X9USDDGCM,34938050.98,0.15
46,MCRB,SERES THERAPEUTICS INC,81750R102,3445798.0,0.1
47,SRNG,SOARING EAGLE ACQU - CL A,G8354H126,1926400.0,0.08
