,ticker,company,cusip,current shares,current weight(%)
0,SEDG,SOLAREDGE TECHNOLOGIES INC,83417M104,15549.0,1.59
1,CRNT,CERAGON NETWORKS LTD,M22013102,1090119.0,1.55
2,TEVA,TEVA PHARMACEUTICAL-SP ADR,881624209,428057.0,1.52
3,KRNT,KORNIT DIGITAL LTD,M6372Q113,32491.0,1.51
4,GILT,GILAT SATELLITE NETWORKS LTD,M51474118,407160.0,1.51
5,INMD,INMODE LTD,M5425M103,36594.0,1.5
6,ARD,ARAD LTD,B0G7VP6,297836.0,1.5
7,SPNS,SAPIENS INTERNATIONAL CORP,G7T16G103,148557.0,1.5
8,TSEM,TOWER SEMICONDUCTOR LTD,M87915274,141521.0,1.49
9,NICE,NICE LTD - SPON ADR,653656108,14736.0,1.48
10,PLSN,PLASSON INDUSTRIES LTD,6094728,73484.0,1.48
11,CGNT,COGNYTE SOFTWARE LTD,M25133105,152667.0,1.47
12,PLTK,PLAYTIKA HOLDING CORP,72815L107,164764.0,1.47
13,BATM,BATM ADVANCED COMMUNICATIONS,B85PTW0,3246850.0,1.46
14,CAMT,CAMTEK LTD,M20791105,109748.0,1.46
15,SILC,SILICOM LTD,M84116108,91836.0,1.45
16,MTRX,MATRIX IT LTD,6747754,148310.0,1.45
17,BSEN,BET SHEMESH ENGINES HOLDINGS,6103936,197115.0,1.45
18,PTNR,PARTNER COMMUNICATIONS CO,6374420,891236.0,1.44
19,MNDY,MONDAY.COM LTD,M7S64H106,17944.0,1.44
20,NYAX,NAYAX LTD,BMXT7N9,1295887.0,1.44
21,SMWB,SIMILARWEB LTD,M84137104,164980.0,1.43
22,ENLV,ENLIVEX THERAPEUTICS LTD,M4130Y106,485071.0,1.43
23,URGN UQ,UROGEN PHARMA LTD,M96088105,258704.0,1.43
24,PYPD,POLYPID LTD,M8001Q118,499502.0,1.42
25,NVMI,NOVA LTD,M7516K103,39953.0,1.42
26,TARO,TARO PHARMACEUTICAL INDUS,M8737E108,54212.0,1.42
27,MLTM,MALAM - TEAM LTD,6875923,120173.0,1.42
28,FROG,JFROG LTD,M6191J100,85891.0,1.41
29,ITRN,ITURAN LOCATION AND CONTROL,M6158M104,153168.0,1.41
30,PERI,PERION NETWORK LTD,M78673114,208534.0,1.41
31,MGIC,MAGIC SOFTWARE ENTERPRISES,6328074,223665.0,1.41
32,BEZQ,BEZEQ THE ISRAELI TELECOM CO,6098032,3692271.0,1.4
33,NNOX,NANO-X IMAGING LTD,M70700105,130970.0,1.4
34,CYBR,CYBERARK SOFTWARE LTD/ISRAEL,M2682V108,27759.0,1.4
35,RDWR,RADWARE LTD,M81873107,122722.0,1.4
36,PRTC,PRIORTECH LTD,6677776,145838.0,1.39
37,HLAN,HILAN LTD,6267230,72721.0,1.38
38,ESLT,ELBIT SYSTEMS LTD,6308913,29394.0,1.38
39,ECP,ELECTRA CONSUMER PRODUCTS 19,B536CY7,71916.0,1.37
40,EMCO,E & M COMPUTING,6302216,640592.0,1.37
41,CHKP,CHECK POINT SOFTWARE TECH,M22465104,30403.0,1.36
42,KMDA,KAMADA LTD,B0L2CR5,686122.0,1.35
43,CEL,CELLCOM ISRAEL LTD,B23WQK8,1001993.0,1.35
44,ALLT,ALLOT LTD,M0854Q105,206364.0,1.35
45,AUDC,AUDIOCODES LTD,M15342104,117648.0,1.35
46,DANE,DANEL (ADIR YEOSHUA) LTD,6253433,18371.0,1.34
47,ONE,ONE SOFTWARE TECHNOLOGIES LT,6987709,252313.0,1.34
48,PPBT,PURPLE BIOTECH LTD-ADR,74638P109,739182.0,1.34
49,RADA,RADA ELECTRONIC INDS LTD,M81863124,313235.0,1.33
50,TUFN,TUFIN SOFTWARE TECHNOLOGIES,M8893U102,364785.0,1.32
51,GMDA,GAMIDA CELL LTD,M47364100,660833.0,1.32
52,ABRA,ABRA INFORMATION TECHNOLOGIE,B2NB586,2681356.0,1.3
53,WIX,WIX.COM LTD,M98068105,13109.0,1.28
54,BLRX ,BIOLINERX LTD-SPONS ADR,09071M205,1137910.0,1.28
55,NNDM,NANO DIMENSION LTD - ADR,63008G203,573849.0,1.28
56,CLGN UQ,COLLPLANT BIOTECHNOLOGIES LT,M2R51X116,202679.0,1.28
57,CHEK,CHECK CAP LTD,M2361E203,3232331.0,1.26
58,WKME,WALKME LTD,M97628107,125378.0,1.25
59,AUGN,AUGWIND ENERGY TECH STORAGE,B290CJ7,194091.0,1.23
60,INVZ UR,INNOVIZ TECHNOLOGIES LTD,M5R635108,373830.0,1.21
61,VBLT,VASCULAR BIOGENICS LTD,M96883109,1476500.0,1.16
62,EVGN,EVOGENE LTD,B289530,1168333.0,1.15
