,ticker,company,cusip,current shares,current weight(%)
0,TRMB,TRIMBLE INC,896239100,699784.0,10.23
1,PRNT,THE 3D PRINTING ETF,00214Q500,1095858.0,6.93
2,IRDM,IRIDIUM COMMUNICATIONS INC,46269C102,910271.0,6.52
3,KTOS,KRATOS DEFENSE & SECURITY,50077B207,1417778.0,5.7
4,LHX,L3HARRIS TECHNOLOGIES INC,502431109,150416.0,5.68
5,LMT,LOCKHEED MARTIN CORP,539830109,79519.0,4.69
6,HO,THALES SA,4162791,241827.0,4.16
7,U,UNITY SOFTWARE INC,91332U101,227665.0,4.1
8,6301,KOMATSU LTD,6496584,895688.0,3.63
9,GOOG,ALPHABET INC-CL C,02079K107,7077.0,3.17
10,AMZN,AMAZON.COM INC,023135106,5496.0,3.03
11,DSY FP,DASSAULT SYSTEMES SE,BM8H5Y5,324987.0,3.02
12,2618,JD LOGISTICS INC,BNMBPD9,4888223.0,2.96
13,PATH,UIPATH INC - CLASS A,90364P105,272618.0,2.88
14,AVAV,AEROVIRONMENT INC,008073108,171610.0,2.87
15,BA,BOEING CO/THE,097023105,74056.0,2.78
16,NFLX,NETFLIX INC,64110L106,30372.0,2.61
17,SPR,SPIRIT AEROSYSTEMS HOLD-CL A,848574109,346164.0,2.32
18,RTP,REINVENT TECHNOLOGY-CLASS A,G7483N129,1190925.0,2.01
19,NVDA,NVIDIA CORP,67066G104,53587.0,1.81
20,TER,TERADYNE INC,880770102,87180.0,1.8
21,DE,DEERE & CO,244199105,27096.0,1.61
22,AIR,AIRBUS SE,4012250,69618.0,1.57
23,ESLT,ELBIT SYSTEMS LTD,M3760D101,63838.0,1.39
24,BABA,ALIBABA GROUP HOLDING-SP ADR,01609W102,41676.0,1.36
25,SNPS,SYNOPSYS INC,871607107,24534.0,1.18
26,GRMN U,GARMIN LTD,B3Z5T14,44236.0,1.18
27,SPFR,JAWS SPITFIRE ACQUISITION-A,G50740102,719761.0,1.17
28,HON,HONEYWELL INTERNATIONAL INC,438516106,31092.0,1.17
29,BLDE,BLADE AIR MOBILITY INC,092667104,973420.0,1.15
30,ANSS,ANSYS INC,03662Q105,17882.0,1.09
31,HEI,HEICO CORP,422806109,44790.0,0.96
32,3690,MEITUAN-CLASS B,BGJW376,206663.0,0.92
33,TDY,TELEDYNE TECHNOLOGIES INC,879360105,12260.0,0.91
34,ACIC,ATLAS CREST INVESTMENT COR-A,049284102,396460.0,0.64
35,MKFG,MARKFORGED HOLDING CORP,57064N102,291339.0,0.5
36,,DREYFUS GOVT CASH MAN INS,X9USDDGCM,1873290.85,0.31
