,ticker,company,cusip,current shares,current weight(%)
0,TDOC,TELADOC HEALTH INC,87918A105,3997764.0,6.74
1,PACB,PACIFIC BIOSCIENCES OF CALIF,69404D108,14411811.0,5.56
2,EXAS,EXACT SCIENCES CORP,30063P105,4041119.0,4.81
3,FATE,FATE THERAPEUTICS INC,31189P102,4479074.0,4.72
4,VRTX,VERTEX PHARMACEUTICALS INC,92532F100,1812272.0,4.05
5,IONS,IONIS PHARMACEUTICALS INC,462222100,9020900.0,3.92
6,REGN,REGENERON PHARMACEUTICALS,75886F107,588634.0,3.91
7,CDNA,CAREDX INC,14167L103,3688957.0,3.43
8,TWST,TWIST BIOSCIENCE CORP,90184D100,2395002.0,3.28
9,VEEV,VEEVA SYSTEMS INC-CLASS A,922475108,814564.0,3.06
10,ACCD,ACCOLADE INC,00437E102,5543536.0,2.97
11,NTLA,INTELLIA THERAPEUTICS INC,45826J105,1500408.0,2.73
12,TAK UN,TAKEDA PHARMACEUTIC-SP ADR,874060205,14607908.0,2.67
13,CRSP,CRISPR THERAPEUTICS AG,H17182108,1800494.0,2.65
14,INCY,INCYTE CORP,45337C102,3044582.0,2.58
15,NVS,NOVARTIS AG-SPONSORED ADR,66987V109,2174199.0,2.21
16,BEAM,BEAM THERAPEUTICS INC,07373V105,1727483.0,2.11
17,RHHBY,ROCHE HOLDINGS LTD-SPONS ADR,771195104,3721019.0,2.03
18,SDGR,SCHRODINGER INC,80810D103,2509347.0,1.91
19,CSTL,CASTLE BIOSCIENCES INC,14843C105,2241513.0,1.83
20,SGFY,SIGNIFY HEALTH INC -CLASS A,82671G100,5921068.0,1.81
21,ADPT,ADAPTIVE BIOTECHNOLOGIES,00650F109,4195715.0,1.74
22,PATH,UIPATH INC - CLASS A,90364P105,2374285.0,1.69
23,IOVA,IOVANCE BIOTHERAPEUTICS INC,462260100,6264140.0,1.65
24,BLI,BERKELEY LIGHTS INC,084310101,3188206.0,1.65
25,ARCT UQ,ARCTURUS THERAPEUTICS HOLDIN,03969T109,2708578.0,1.61
26,CDXS,CODEXIS INC,192005106,6414197.0,1.6
27,NVTA,INVITAE CORP,46185L103,4638647.0,1.58
28,TXG,10X GENOMICS INC-CLASS A,88025U109,793281.0,1.53
29,PSNL,PERSONALIS INC,71535D106,4639014.0,1.12
30,RPTX,REPARE THERAPEUTICS INC,760273102,2820834.0,1.1
31,MASS,908 DEVICES INC,65443P102,2748517.0,1.03
32,ONEM,1LIFE HEALTHCARE INC,68269G107,3128961.0,1.03
33,VCYT,VERACYTE INC,92337F107,1936848.0,1.02
34,VERV,VERVE THERAPEUTICS INC,92539P101,1342793.0,1.02
35,BMY,BRISTOL-MYERS SQUIBB CO,110122108,1299386.0,0.98
36,RXRX,RECURSION PHARMACEUTICALS-A,75629V104,2748766.0,0.95
37,BFLY,BUTTERFLY NETWORK INC,124155102,7620076.0,0.89
38,EDIT,EDITAS MEDICINE INC,28106W103,1313150.0,0.79
39,QSI,QUANTUM-SI INC,74765K105,7636271.0,0.78
40,SMFR,SEMA4 HOLDINGS CORP,81663L101,5428667.0,0.71
41,CLLS,CELLECTIS - ADR,15117K103,4334385.0,0.65
42,NSTG,NANOSTRING TECHNOLOGIES INC,63009R109,918207.0,0.63
43,ZY,ZYMERGEN INC,98985X100,3524173.0,0.56
44,SRNG,SOARING EAGLE ACQU - CL A,G8354H126,4358835.0,0.48
45,,DREYFUS GOVT CASH MAN INS,X9USDDGCM,39888108.92,0.44
46,SRPT,SAREPTA THERAPEUTICS INC,803607100,484303.0,0.42
47,CERS,CERUS CORP,157085101,5612454.0,0.39
48,SEER,SEER INC,81578P106,1067058.0,0.39
49,,CM LIFE SCIENCES II INC,125842203,2744026.0,0.37
50,AQB,AQUABOUNTY TECHNOLOGIES,03842K200,6602658.0,0.36
51,CRBU,CARIBOU BIOSCIENCES INC,142038108,1483942.0,0.35
52,PSTG,PURE STORAGE INC - CLASS A,74624M102,1406049.0,0.32
53,CGEN,COMPUGEN LTD,M25722105,3937769.0,0.31
54,SURF,SURFACE ONCOLOGY INC,86877M209,4377414.0,0.27
55,DYNS,DYNAMICS SPECIAL PURPOSE C-A,268010105,2002967.0,0.22
56,MCRB,SERES THERAPEUTICS INC,81750R102,1857735.0,0.14
57,DRNA,DICERNA PHARMACEUTICALS INC,253031108,315279.0,0.13
58,EVGN,EVOGENE LTD,M4119S104,3154455.0,0.1
59,ONVO ,ORGANOVO HOLDINGS INC,68620A203,258970.0,0.02
60,PSTI,PLURISTEM THERAPEUTICS INC,72940R300,550326.0,0.02
