,ticker,company,cusip,current shares,current weight(%)
0,TSLA,TESLA INC,88160R101,873532.0,10.37
1,TWTR,TWITTER INC,90184L102,4762026.0,5.48
2,TDOC,TELADOC HEALTH INC,87918A105,2020368.0,5.14
3,GBTC,GRAYSCALE BITCOIN TRUST BTC,389637109,8917885.0,5.0
4,SHOP,SHOPIFY INC - CLASS A,82509L107,189960.0,4.88
5,COIN,COINBASE GLOBAL INC -CLASS A,19260Q107,1102534.0,4.68
6,SQ,SQUARE INC - A,852234103,970873.0,4.55
7,U,UNITY SOFTWARE INC,91332U101,2202491.0,4.04
8,TWLO,TWILIO INC - A,90138F102,641839.0,4.02
9,ZM,ZOOM VIDEO COMMUNICATIONS-A,98980L101,571062.0,3.78
10,ROKU,ROKU INC,77543R102,555413.0,3.72
11,SPOT,SPOTIFY TECHNOLOGY SA,L8681T102,919186.0,3.38
12,PTON,PELOTON INTERACTIVE INC-A,70614W100,1625097.0,3.25
13,DKNG,DRAFTKINGS INC - CL A,26142R104,3251831.0,2.73
14,Z,ZILLOW GROUP INC - C,98954M200,1235347.0,2.26
15,PATH,UIPATH INC - CLASS A,90364P105,1963972.0,2.11
16,SE,SEA LTD-ADR,81141R100,395850.0,2.0
17,MELI,MERCADOLIBRE INC,58733R102,60709.0,1.8
18,PLTR,PALANTIR TECHNOLOGIES INC-A,69608A108,4600111.0,1.72
19,RBLX,ROBLOX CORP -CLASS A,771049103,1261961.0,1.69
20,TTD,TRADE DESK INC/THE -CLASS A,88339J105,1205015.0,1.67
21,OKTA,OKTA INC,679295105,352135.0,1.48
22,LC,LENDINGCLUB CORP,52603A208,3115868.0,1.41
23,ETSY,ETSY INC,29786A106,461201.0,1.4
24,SKLZ,SKILLZ INC,83067L109,6679872.0,1.37
25,SNAP,SNAP INC - A,83304A106,840221.0,1.08
26,ADYEY,ADYEN NV-UNSPON ADR,00783V104,1159394.0,1.08
27,DIS,WALT DISNEY CO/THE,254687106,354149.0,1.04
28,NET,CLOUDFLARE INC - CLASS A,18915M107,515386.0,1.04
29,PD,PAGERDUTY INC,69553P100,1410028.0,1.02
30,SPLK,SPLUNK INC,848637104,413206.0,1.01
31,DOCU,DOCUSIGN INC,256163106,198575.0,1.01
32,VUZI,VUZIX CORP,92921W300,4274511.0,0.99
33,PYPL,PAYPAL HOLDINGS INC,70450Y103,209261.0,0.98
34,FTCH,FARFETCH LTD-CLASS A,30744W107,1184918.0,0.93
35,VCYT,VERACYTE INC,92337F107,1123158.0,0.89
36,TWOU,2U INC,90214J101,1235661.0,0.85
37,HOOD,ROBINHOOD MARKETS INC - A,770700102,958565.0,0.81
38,NFLX,NETFLIX INC,64110L106,89611.0,0.78
39,NNDM,NANO DIMENSION LTD - ADR,63008G203,7452004.0,0.78
40,KVSB,KHOSLA VENTURES ACQUISITIO-A,482505104,4295909.0,0.73
41,CND,CONCORD ACQUISITION CORP -A,206071102,2847308.0,0.48
42,LPSN,LIVEPERSON INC,538146101,253106.0,0.26
43,,DREYFUS GOVT CASH MAN INS,X9USDDGCM,14111322.57,0.23
44,GENI,GENIUS SPORTS LTD,G3934V109,280214.0,0.08
45,NTDOY,NINTENDO CO LTD-UNSPONS ADR,654445303,1285.0,0.0
46,SNOW,SNOWFLAKE INC-CLASS A,833445109,98.0,0.0
