,ticker,company,cusip,current shares,current weight(%)
0,TSLA,TESLA INC,88160R101,467831.0,12.03
1,TRMB,TRIMBLE INC,896239100,2237248.0,7.2
2,KTOS,KRATOS DEFENSE & SECURITY,50077B207,7243760.0,6.41
3,IRDM,IRIDIUM COMMUNICATIONS INC,46269C102,3574734.0,5.64
4,PATH,UIPATH INC - CLASS A,90364P105,2317709.0,5.39
5,U,UNITY SOFTWARE INC,91332U101,1293389.0,5.13
6,GOOG,ALPHABET INC-CL C,02079K107,51377.0,5.06
7,LMT,LOCKHEED MARTIN CORP,539830109,264983.0,3.44
8,JD,JD.COM INC-ADR,47215P106,1172024.0,2.98
9,BIDU,BAIDU INC - SPON ADR,056752108,473158.0,2.82
10,DE,DEERE & CO,244199105,208294.0,2.73
11,DDD,3D SYSTEMS CORP,88554D205,2605419.0,2.63
12,TER,TERADYNE INC,880770102,569935.0,2.6
13,KMTUY,KOMATSU LTD -SPONS ADR,500458401,2661020.0,2.38
14,MGA,MAGNA INTERNATIONAL INC,559222401,750199.0,2.28
15,NXPI,NXP SEMICONDUCTORS NV,N6596X109,275906.0,2.11
16,NIU,NIU TECHNOLOGIES-SPONS ADR,65481N100,2168365.0,1.93
17,TSP,TUSIMPLE HOLDINGS INC - A,90089L108,1390795.0,1.88
18,CAT,CATERPILLAR INC,149123101,231507.0,1.73
19,AVAV,AEROVIRONMENT INC,008073108,447052.0,1.65
20,NNDM,NANO DIMENSION LTD - ADR,63008G203,7278657.0,1.64
21,ISRG,INTUITIVE SURGICAL INC,46120E602,38875.0,1.43
22,TDY,TELEDYNE TECHNOLOGIES INC,879360105,86082.0,1.41
23,MKFG,MARKFORGED HOLDING CORP,57064N102,3661860.0,1.37
24,SNPS,SYNOPSYS INC,871607107,125290.0,1.32
25,NVDA,NVIDIA CORP,67066G104,176492.0,1.31
26,TWOU,2U INC,90214J101,874813.0,1.31
27,MTLS,MATERIALISE NV-ADR,57667T100,1489467.0,1.21
28,ANSS,ANSYS INC,03662Q105,89023.0,1.2
29,ESLT,ELBIT SYSTEMS LTD,M3760D101,250217.0,1.2
30,BYDDY,BYD CO LTD-UNSPONSORED ADR,05606L100,424983.0,1.1
31,BABA,ALIBABA GROUP HOLDING-SP ADR,01609W102,148684.0,1.07
32,VUZI,VUZIX CORP,92921W300,2050338.0,1.03
33,ACIC,ATLAS CREST INVESTMENT COR-A,049284102,2822174.0,1.01
34,BLDE,BLADE AIR MOBILITY INC,092667104,3831968.0,0.99
35,SPFR,JAWS SPITFIRE ACQUISITION-A,G50740102,2690024.0,0.96
36,SSYS,STRATASYS LTD,M85548101,1075004.0,0.85
37,,DREYFUS GOVT CASH MAN INS,X9USDDGCM,15531712.49,0.56
38,PRLB,PROTO LABS INC,743713109,188414.0,0.55
39,XONE,EXONE CO/THE,302104104,726337.0,0.44
40,ONVO ,ORGANOVO HOLDINGS INC,68620A203,143490.0,0.04
