,ticker,company,cusip,current shares,current weight(%)
0,TSLA,TESLA INC,88160R101,3598676.0,10.08
1,ROKU,ROKU INC,77543R102,3243131.0,5.88
2,TDOC,TELADOC HEALTH INC,87918A105,8587318.0,5.66
3,SQ,SQUARE INC - A,852234103,4626083.0,5.2
4,SHOP,SHOPIFY INC - CLASS A,82509L107,717382.0,4.93
5,ZM,ZOOM VIDEO COMMUNICATIONS-A,98980L101,2926991.0,4.56
6,COIN,COINBASE GLOBAL INC -CLASS A,19260Q107,4304078.0,4.2
7,TWLO,TWILIO INC - A,90138F102,2304459.0,4.03
8,U,UNITY SOFTWARE INC,91332U101,8438468.0,3.79
9,SPOT,SPOTIFY TECHNOLOGY SA,L8681T102,3314782.0,3.49
10,EXAS,EXACT SCIENCES CORP,30063P105,6002979.0,3.06
11,Z,ZILLOW GROUP INC - C,98954M200,6359090.0,3.03
12,DOCU,DOCUSIGN INC,256163106,2044803.0,2.72
13,NTLA,INTELLIA THERAPEUTICS INC,45826J105,4232284.0,2.7
14,CRSP,CRISPR THERAPEUTICS AG,H17182108,4923194.0,2.65
15,PATH,UIPATH INC - CLASS A,90364P105,8102909.0,2.18
16,PLTR,PALANTIR TECHNOLOGIES INC-A,69608A108,22402756.0,2.13
17,TXG,10X GENOMICS INC-CLASS A,88025U109,2658314.0,2.13
18,DKNG,DRAFTKINGS INC - CL A,26142R104,9653910.0,2.05
19,TWTR,TWITTER INC,90184L102,6552488.0,1.97
20,BEAM,BEAM THERAPEUTICS INC,07373V105,4589043.0,1.88
21,SE,SEA LTD-ADR,81141R100,1375318.0,1.74
22,FATE,FATE THERAPEUTICS INC,31189P102,4233091.0,1.57
23,NVTA,INVITAE CORP,46185L103,12139357.0,1.49
24,IRDM,IRIDIUM COMMUNICATIONS INC,46269C102,8398993.0,1.49
25,NTDOY,NINTENDO CO LTD-UNSPONS ADR,654445303,3773010.0,1.11
26,TWST,TWIST BIOSCIENCE CORP,90184D100,2048742.0,1.07
27,TWOU,2U INC,90214J101,5280230.0,1.05
28,TER,TERADYNE INC,880770102,1922089.0,1.05
29,PD,PAGERDUTY INC,69553P100,5586972.0,1.0
30,SKLZ,SKILLZ INC,83067L109,15359113.0,0.97
31,IOVA,IOVANCE BIOTHERAPEUTICS INC,462260100,9524522.0,0.96
32,PACB,PACIFIC BIOSCIENCES OF CALIF,69404D108,6954176.0,0.94
33,TSP,TUSIMPLE HOLDINGS INC - A,90089L108,4578370.0,0.9
34,EDIT,EDITAS MEDICINE INC,28106W103,4362670.0,0.81
35,PRLB,PROTO LABS INC,743713109,2038051.0,0.75
36,BLI,BERKELEY LIGHTS INC,084310101,3505849.0,0.74
37,,DREYFUS GOVT CASH MAN INS,X9USDDGCM,157111648.74,0.68
38,TRMB,TRIMBLE INC,896239100,1700013.0,0.6
39,VCYT,VERACYTE INC,92337F107,3317397.0,0.55
40,NSTG,NANOSTRING TECHNOLOGIES INC,63009R109,1896472.0,0.5
41,SSYS,STRATASYS LTD,M85548101,4244171.0,0.38
42,BEKE,KE HOLDINGS INC-ADR,482497104,2184938.0,0.36
43,MTLS,MATERIALISE NV-ADR,57667T100,3780559.0,0.34
44,CERS,CERUS CORP,157085101,12495344.0,0.27
45,CGEN,COMPUGEN LTD,M25722105,6573910.0,0.19
46,MCRB,SERES THERAPEUTICS INC,81750R102,5268790.0,0.18
47,PSTG,PURE STORAGE INC - CLASS A,74624M102,446.0,0.0
48,NVS,NOVARTIS AG-SPONSORED ADR,66987V109,216.0,0.0
49,TCEHY,TENCENT HOLDINGS LTD-UNS ADR,88032Q109,134.0,0.0
