,ticker,company,cusip,current shares,current weight(%)
0,DDD,3D SYSTEMS CORP,88554D205,876495.0,4.52
1,CLNKB,CELLINK AB - B,BKMFJ94,347314.0,4.0
2,STMN,STRAUMANN HOLDING AG-REG,7156832,11155.0,3.99
3,PTC,PTC INC,69370C100,133594.0,3.93
4,ADSK,AUTODESK INC,052769106,64094.0,3.92
5,RSW,RENISHAW PLC,0732358,282710.0,3.88
6,ANSS,ANSYS INC,03662Q105,54065.0,3.84
7,MSFT,MICROSOFT CORP,594918104,67345.0,3.82
8,XONE,EXONE CO/THE,302104104,1137667.0,3.81
9,DSY FP,DASSAULT SYSTEMES SE,BM8H5Y5,366889.0,3.8
10,PRLB,PROTO LABS INC,743713109,223873.0,3.79
11,HPQ,HP INC,40434L105,684494.0,3.77
12,TRMB,TRIMBLE INC,896239100,231065.0,3.77
13,AM3D,SLM SOLUTIONS GROUP AG,BMHTHK2,948233.0,3.76
14,NNDM,NANO DIMENSION LTD - ADR,63008G203,2892568.0,3.74
15,ALTR,ALTAIR ENGINEERING INC - A,021369103,280117.0,3.72
16,DM,DESKTOP METAL INC-A,25058X105,2059890.0,3.66
17,CFMS,CONFORMIS INC,20717E101,12758490.0,3.44
18,MTLS,MATERIALISE NV-ADR,57667T100,721587.0,2.97
19,ALMDG,MGI DIGITAL GRAPHIC TECHNOLO,B18FJV7,330189.0,2.93
20,SSYS,STRATASYS LTD,M85548101,650517.0,2.65
21,XMTR,XOMETRY INC-A,98423F109,155312.0,2.32
22,HEXAB S,HEXAGON AB-B SHS,BNZFHC1,411476.0,1.29
23,AME,AMETEK INC,031100100,47127.0,1.28
24,ALGN,ALIGN TECHNOLOGY INC,016255101,10003.0,1.25
25,FARO,FARO TECHNOLOGIES INC,311642102,83601.0,1.22
26,AJRD,AEROJET ROCKETDYNE HOLDINGS,007800105,127203.0,1.21
27,UPS,UNITED PARCEL SERVICE-CL B,911312106,28148.0,1.19
28,OERL,OC OERLIKON CORP AG-REG,4612757,528076.0,1.19
29,LECO,LINCOLN ELECTRIC HOLDINGS,533900106,44235.0,1.18
30,SIE,SIEMENS AG-REG,5727973,37711.0,1.18
31,GE,GENERAL ELECTRIC CO,369604103,469376.0,1.18
32,ML,MICHELIN (CGDE),4588364,36853.0,1.17
33,XTC,EXCO TECHNOLOGIES LTD,2325392,708075.0,1.16
34,MOG/A,MOOG INC-CLASS A,615394202,74294.0,1.16
35,ARNC,ARCONIC CORP,03966V107,177333.0,1.15
36,KALU,KAISER ALUMINUM CORP,483007704,51034.0,1.12
37,DSM,KONINKLIJKE DSM NV,B0HZL93,2929.0,0.12
38,CRS,CARPENTER TECHNOLOGY,144285103,14618.0,0.11
39,SAND,SANDVIK AB,B1VQ252,20842.0,0.11
40,VNP,5N PLUS INC,B2B3VZ3,251937.0,0.11
41,ATI,ALLEGHENY TECHNOLOGIES INC,01741R102,26714.0,0.11
42,EVK,EVONIK INDUSTRIES AG,B5ZQ9D3,16340.0,0.11
43,AKE,ARKEMA,B0Z5YZ2,4423.0,0.11
44,EMN,EASTMAN CHEMICAL CO,277432100,4932.0,0.11
45,HEN3,HENKEL AG & CO KGAA VORZUG,5076705,5426.0,0.11
46,VOE,VOESTALPINE AG,4943402,13290.0,0.11
47,3402,TORAY INDUSTRIES INC,6897143,86899.0,0.11
48,SGL,SGL CARBON SE,4818351,50731.0,0.11
49,HXL,HEXCEL CORP,428291108,9602.0,0.11
50,MMM,3M CO,88579Y101,2757.0,0.11
51,XRX UN,XEROX HOLDINGS CORP,98421M106,23691.0,0.11
52,KODK,EASTMAN KODAK CO,277461406,75302.0,0.11
53,DD,DUPONT DE NEMOURS INC,26614N102,7027.0,0.1
54,PYR,PYROGENESIS CANADA INC,B43JTF9,122815.0,0.09
55,,DREYFUS GOVT CASH MAN INS,X9USDDGCM,149310.36,0.03
56,,JAPANESE YEN,JPY,12519979.0,0.02
57,,GREAT BRITISH POUND,GBP,0.24,0.0
