,ticker,company,cusip,current shares,current weight(%)
0,TSLA,TESLA INC,88160R101,896697.0,10.57
1,TWTR,TWITTER INC,90184L102,4738006.0,5.67
2,GBTC,GRAYSCALE BITCOIN TRUST BTC,389637109,8872902.0,5.29
3,TDOC,TELADOC HEALTH INC,87918A105,2010176.0,5.12
4,SHOP,SHOPIFY INC - CLASS A,82509L107,189005.0,4.87
5,SQ,SQUARE INC - A,852234103,1051476.0,4.46
6,COIN,COINBASE GLOBAL INC -CLASS A,19260Q107,1096974.0,4.45
7,U,UNITY SOFTWARE INC,91332U101,2191384.0,4.03
8,TWLO,TWILIO INC - A,90138F102,607032.0,3.89
9,ZM,ZOOM VIDEO COMMUNICATIONS-A,98980L101,568182.0,3.69
10,SPOT,SPOTIFY TECHNOLOGY SA,L8681T102,914550.0,3.59
11,ROKU,ROKU INC,77543R102,453912.0,3.34
12,PTON,PELOTON INTERACTIVE INC-A,70614W100,1616901.0,3.28
13,DKNG,DRAFTKINGS INC - CL A,26142R104,3235427.0,2.69
14,TTD,TRADE DESK INC/THE -CLASS A,88339J105,1709592.0,2.4
15,Z,ZILLOW GROUP INC - C,98954M200,1229115.0,2.24
16,PATH,UIPATH INC - CLASS A,90364P105,1954064.0,2.1
17,SE,SEA LTD-ADR,81141R100,413623.0,1.96
18,PLTR,PALANTIR TECHNOLOGIES INC-A,69608A108,4576908.0,1.71
19,RBLX,ROBLOX CORP -CLASS A,771049103,1255593.0,1.66
20,MELI,MERCADOLIBRE INC,58733R102,60400.0,1.63
21,SKLZ,SKILLZ INC,83067L109,6646176.0,1.61
22,OKTA,OKTA INC,679295105,350359.0,1.49
23,LC,LENDINGCLUB CORP,52603A208,3127763.0,1.31
24,ETSY,ETSY INC,29786A106,397729.0,1.25
25,ADYEY,ADYEN NV-UNSPON ADR,00783V104,1153546.0,1.07
26,SNAP,SNAP INC - A,83304A106,835981.0,1.07
27,DIS,WALT DISNEY CO/THE,254687106,352361.0,1.06
28,NET,CLOUDFLARE INC - CLASS A,18915M107,512786.0,1.04
29,VUZI,VUZIX CORP,92921W300,4038094.0,1.03
30,DOCU,DOCUSIGN INC,256163106,197570.0,1.01
31,FTCH,FARFETCH LTD-CLASS A,30744W107,1178942.0,1.01
32,SPLK,SPLUNK INC,848637104,411122.0,1.0
33,PYPL,PAYPAL HOLDINGS INC,70450Y103,208205.0,0.98
34,PD,PAGERDUTY INC,69553P100,1329878.0,0.93
35,TWOU,2U INC,90214J101,1240377.0,0.92
36,VCYT,VERACYTE INC,92337F107,1117490.0,0.85
37,NNDM,NANO DIMENSION LTD - ADR,63008G203,7414417.0,0.81
38,NFLX,NETFLIX INC,64110L106,89159.0,0.79
39,KVSB,KHOSLA VENTURES ACQUISITIO-A,482505104,4174229.0,0.76
40,HOOD,ROBINHOOD MARKETS INC - A,770700102,953729.0,0.58
41,CND,CONCORD ACQUISITION CORP -A,206071102,2794940.0,0.49
42,,DREYFUS GOVT CASH MAN INS,X9USDDGCM,17727566.07,0.3
43,JD,JD.COM INC-ADR,47215P106,291.0,0.0
44,TCEHY,TENCENT HOLDINGS LTD-UNS ADR,88032Q109,291.0,0.0
45,NTDOY,NINTENDO CO LTD-UNSPONS ADR,654445303,1277.0,0.0
46,SNOW,SNOWFLAKE INC-CLASS A,833445109,98.0,0.0
47,PDD,PINDUODUO INC-ADR,722304102,97.0,0.0
48,BZ,KANZHUN LTD,48553T106,291.0,0.0
