,ticker,company,cusip,current shares,current weight(%)
0,TSLA,TESLA INC,88160R101,476788.0,11.64
1,TRMB,TRIMBLE INC,896239100,2280083.0,6.93
2,KTOS,KRATOS DEFENSE & SECURITY,50077B207,7093120.0,6.85
3,IRDM,IRIDIUM COMMUNICATIONS INC,46269C102,3439256.0,5.16
4,GOOG,ALPHABET INC-CL C,02079K107,52357.0,5.03
5,PATH,UIPATH INC - CLASS A,90364P105,2076288.0,4.61
6,JD,JD.COM INC-ADR,47215P106,1785427.0,4.5
7,U,UNITY SOFTWARE INC,91332U101,1149956.0,4.38
8,BIDU,BAIDU INC - SPON ADR,056752108,482219.0,2.81
9,LMT,LOCKHEED MARTIN CORP,539830109,212355.0,2.8
10,DE,DEERE & CO,244199105,212285.0,2.73
11,TER,TERADYNE INC,880770102,580850.0,2.62
12,DDD,3D SYSTEMS CORP,88554D205,2655313.0,2.6
13,,DREYFUS GOVT CASH MAN INS,X9USDDGCM,69573952.44,2.47
14,KMTUY,KOMATSU LTD -SPONS ADR,500458401,2711972.0,2.41
15,MGA,MAGNA INTERNATIONAL INC,559222401,764564.0,2.28
16,NXPI,NXP SEMICONDUCTORS NV,N6596X109,281192.0,2.06
17,NIU,NIU TECHNOLOGIES-SPONS ADR,65481N100,2209887.0,2.01
18,TSP,TUSIMPLE HOLDINGS INC - A,90089L108,1417427.0,1.85
19,CAT,CATERPILLAR INC,149123101,235940.0,1.73
20,NNDM,NANO DIMENSION LTD - ADR,63008G203,7418031.0,1.67
21,TDY,TELEDYNE TECHNOLOGIES INC,879360105,87733.0,1.41
22,ISRG,INTUITIVE SURGICAL INC,46120E602,39624.0,1.4
23,AVAV,AEROVIRONMENT INC,008073108,384693.0,1.38
24,TWOU,2U INC,90214J101,891565.0,1.37
25,SNPS,SYNOPSYS INC,871607107,127690.0,1.31
26,NVDA,NVIDIA CORP,67066G104,179872.0,1.25
27,ESLT,ELBIT SYSTEMS LTD,M3760D101,255009.0,1.2
28,ANSS,ANSYS INC,03662Q105,90726.0,1.19
29,BYDDY,BYD CO LTD-UNSPONSORED ADR,05606L100,540324.0,1.18
30,MTLS,MATERIALISE NV-ADR,57667T100,1517989.0,1.17
31,VUZI,VUZIX CORP,92921W300,2089598.0,1.1
32,BLDE,BLADE AIR MOBILITY INC,092667104,3905347.0,1.06
33,BABA,ALIBABA GROUP HOLDING-SP ADR,01609W102,151531.0,1.05
34,ACIC,ATLAS CREST INVESTMENT COR-A,049284102,2876215.0,1.01
35,MKFG,MARKFORGED HOLDING CORP,57064N102,2638196.0,1.0
36,SPFR,JAWS SPITFIRE ACQUISITION-A,G50740102,2656357.0,0.94
37,SSYS,STRATASYS LTD,M85548101,1095591.0,0.77
38,PRLB,PROTO LABS INC,743713109,192023.0,0.53
39,XONE,EXONE CO/THE,302104104,740247.0,0.44
40,ONVO ,ORGANOVO HOLDINGS INC,68620A203,146241.0,0.04
41,TCEHY,TENCENT HOLDINGS LTD-UNS ADR,88032Q109,13144.0,0.03
42,PCAR,PACCAR INC,693718108,6713.0,0.02
43,BZ,KANZHUN LTD,48553T106,396.0,0.0
