,ticker,company,cusip,current shares,current weight(%)
0,TSLA,TESLA INC,88160R101,3500833.0,10.68
1,TDOC,TELADOC HEALTH INC,87918A105,8818488.0,5.81
2,ROKU,ROKU INC,77543R102,2982667.0,5.67
3,ZM,ZOOM VIDEO COMMUNICATIONS-A,98980L101,2899163.0,4.87
4,SQ,SQUARE INC - A,852234103,4404371.0,4.84
5,SHOP,SHOPIFY INC - CLASS A,82509L107,674117.0,4.49
6,COIN,COINBASE GLOBAL INC -CLASS A,19260Q107,4263190.0,4.48
7,U,UNITY SOFTWARE INC,91332U101,8521637.0,4.05
8,TWLO,TWILIO INC - A,90138F102,2282564.0,3.79
9,SPOT,SPOTIFY TECHNOLOGY SA,L8681T102,3485591.0,3.54
10,EXAS,EXACT SCIENCES CORP,30063P105,6356385.0,3.04
11,Z,ZILLOW GROUP INC - C,98954M200,6298654.0,2.97
12,CRSP,CRISPR THERAPEUTICS AG,H17182108,4876394.0,2.62
13,NTLA,INTELLIA THERAPEUTICS INC,45826J105,4152036.0,2.62
14,TWTR,TWITTER INC,90184L102,8291547.0,2.57
15,DOCU,DOCUSIGN INC,256163106,1763876.0,2.33
16,PATH,UIPATH INC - CLASS A,90364P105,8138273.0,2.26
17,PLTR,PALANTIR TECHNOLOGIES INC-A,69608A108,22189818.0,2.14
18,DKNG,DRAFTKINGS INC - CL A,26142R104,9562144.0,2.06
19,TXG,10X GENOMICS INC-CLASS A,88025U109,2409361.0,1.96
20,BEAM,BEAM THERAPEUTICS INC,07373V105,4670285.0,1.91
21,SE,SEA LTD-ADR,81141R100,1362250.0,1.67
22,FATE,FATE THERAPEUTICS INC,31189P102,4448004.0,1.64
23,IRDM,IRIDIUM COMMUNICATIONS INC,46269C102,8319135.0,1.56
24,NVTA,INVITAE CORP,46185L103,11855181.0,1.47
25,PACB,PACIFIC BIOSCIENCES OF CALIF,69404D108,7678367.0,1.1
26,TER,TERADYNE INC,880770102,1903801.0,1.07
27,NTDOY,NINTENDO CO LTD-UNSPONS ADR,654445303,3576384.0,1.02
28,TWST,TWIST BIOSCIENCE CORP,90184D100,1841440.0,1.01
29,PD,PAGERDUTY INC,69553P100,5533880.0,1.0
30,TWOU,2U INC,90214J101,5156616.0,0.99
31,SKLZ,SKILLZ INC,83067L109,13748010.0,0.86
32,IOVA,IOVANCE BIOTHERAPEUTICS INC,462260100,8489319.0,0.84
33,EDIT,EDITAS MEDICINE INC,28106W103,4279930.0,0.8
34,HOOD,ROBINHOOD MARKETS INC - A,770700102,4914748.0,0.77
35,TSP,TUSIMPLE HOLDINGS INC - A,90089L108,4534846.0,0.74
36,BLI,BERKELEY LIGHTS INC,084310101,3472513.0,0.7
37,PRLB,PROTO LABS INC,743713109,1990334.0,0.69
38,VCYT,VERACYTE INC,92337F107,3285861.0,0.65
39,TRMB,TRIMBLE INC,896239100,1683849.0,0.64
40,NSTG,NANOSTRING TECHNOLOGIES INC,63009R109,1878436.0,0.52
41,SSYS,STRATASYS LTD,M85548101,4144793.0,0.36
42,MTLS,MATERIALISE NV-ADR,57667T100,3692041.0,0.36
43,CERS,CERUS CORP,157085101,12202803.0,0.27
44,,DREYFUS GOVT CASH MAN INS,X9USDDGCM,55063856.52,0.24
45,CGEN,COMPUGEN LTD,M25722105,6419980.0,0.19
46,MCRB,SERES THERAPEUTICS INC,81750R102,3722898.0,0.12
