,ticker,company,cusip,current shares,current weight(%)
0,SQ,SQUARE INC - A,852234103,1482209.0,10.67
1,SHOP,SHOPIFY INC - CLASS A,82509L107,156788.0,6.53
2,Z,ZILLOW GROUP INC - C,98954M200,1890499.0,5.07
3,COIN,COINBASE GLOBAL INC -CLASS A,19260Q107,733644.0,5.01
4,SE,SEA LTD-ADR,81141R100,563746.0,4.98
5,MELI,MERCADOLIBRE INC,58733R102,91438.0,4.61
6,PYPL,PAYPAL HOLDINGS INC,70450Y103,601860.0,4.52
7,ADYEN,ADYEN NV,BZ1HM42,48998.0,4.21
8,TWLO,TWILIO INC - A,90138F102,370918.0,3.61
9,PATH,UIPATH INC - CLASS A,90364P105,1647080.0,2.89
10,OPEN,OPENDOOR TECHNOLOGIES INC,683712103,6187325.0,2.84
11,FB,FACEBOOK INC-CLASS A,30303M102,268930.0,2.69
12,DOCU,DOCUSIGN INC,256163106,328788.0,2.67
13,PINS,PINTEREST INC- CLASS A,72352L106,1685817.0,2.65
14,TDOC,TELADOC HEALTH INC,87918A105,643670.0,2.5
15,4689,Z HOLDINGS CORP,6084848,13965206.0,2.4
16,JD,JD.COM INC-ADR,47215P106,1038250.0,2.2
17,DKNG,DRAFTKINGS INC - CL A,26142R104,1347584.0,2.14
18,INTU,INTUIT INC,461202103,134956.0,2.05
19,SI,SILVERGATE CAPITAL CORP-CL A,82837P408,651375.0,1.95
20,TCS LI,TCS GROUP HOLDING-GDR REG S,87238U203,782193.0,1.94
21,STNE,STONECO LTD-A,G85158106,1353955.0,1.87
22,LC,LENDINGCLUB CORP,52603A208,2331725.0,1.77
23,ICE,INTERCONTINENTAL EXCHANGE IN,45866F104,524524.0,1.69
24,PDD,PINDUODUO INC-ADR,722304102,558101.0,1.47
25,6060,ZHONGAN ONLINE P&C INSURAN-H,BYZQ099,10025963.0,1.29
26,TCEHY,TENCENT HOLDINGS LTD-UNS ADR,88032Q109,768485.0,1.27
27,PLTR,PALANTIR TECHNOLOGIES INC-A,69608A108,1865028.0,1.27
28,WDAY,WORKDAY INC-CLASS A,98138H101,186202.0,1.26
29,BILL,BILL.COM HOLDINGS INC,090043100,207454.0,1.25
30,ETSY,ETSY INC,29786A106,196015.0,1.14
31,DSY,DISCOVERY LTD,6177878,4775807.0,1.13
32,AMZN,AMAZON.COM INC,023135106,11722.0,1.07
33,SNAP,SNAP INC - A,83304A106,517912.0,1.02
34,FTCH,FARFETCH LTD-CLASS A,30744W107,915003.0,1.02
35,HOOD,ROBINHOOD MARKETS INC - A,770700102,662807.0,0.85
36,9923,YEAHKA LTD,BL58D39,7158000.0,0.8
37,KSPI,JSC KASPI.KZ GDR-REG S,BMXZ8G7,215355.0,0.67
38,HDB,HDFC BANK LTD-ADR,40415F101,242608.0,0.51
39,,DREYFUS GOVT CASH MAN INS,X9USDDGCM,8964574.35,0.25
40,BABA,ALIBABA GROUP HOLDING-SP ADR,01609W102,1925.0,0.01
41,1833,PING AN HEALTHCARE AND TECHN,BDRYVB3,7600.0,0.0
42,,SOUTH AFRICAN RAND,ZAR,136.75,0.0
