,ticker,company,cusip,current shares,current weight(%)
0,TSLA,TESLA INC,88160R101,849293.0,10.39
1,GBTC,GRAYSCALE BITCOIN TRUST BTC,389637109,8670483.0,5.72
2,TWTR,TWITTER INC,90184L102,4629916.0,5.06
3,TDOC,TELADOC HEALTH INC,87918A105,1964315.0,4.85
4,COIN,COINBASE GLOBAL INC -CLASS A,19260Q107,1071951.0,4.65
5,SHOP,SHOPIFY INC - CLASS A,82509L107,171830.0,4.54
6,U,UNITY SOFTWARE INC,91332U101,2141382.0,4.48
7,SQ,SQUARE INC - A,852234103,885919.0,4.05
8,TWLO,TWILIO INC - A,90138F102,624038.0,3.85
9,DKNG,DRAFTKINGS INC - CL A,26142R104,3575497.0,3.61
10,SPOT,SPOTIFY TECHNOLOGY SA,L8681T102,893688.0,3.5
11,ROKU,ROKU INC,77543R102,539998.0,3.32
12,ZM,ZOOM VIDEO COMMUNICATIONS-A,98980L101,555222.0,3.3
13,PTON,PELOTON INTERACTIVE INC-A,70614W100,1580014.0,3.14
14,PLTR,PALANTIR TECHNOLOGIES INC-A,69608A108,6101242.0,2.65
15,Z,ZILLOW GROUP INC - C,98954M200,1346555.0,2.29
16,PATH,UIPATH INC - CLASS A,90364P105,2045469.0,2.28
17,RBLX,ROBLOX CORP -CLASS A,771049103,1391903.0,2.08
18,ETSY,ETSY INC,29786A106,448397.0,1.66
19,SE,SEA LTD-ADR,81141R100,276256.0,1.55
20,OKTA,OKTA INC,679295105,311326.0,1.42
21,SPLK,SPLUNK INC,848637104,518210.0,1.38
22,LC,LENDINGCLUB CORP,52603A208,2636590.0,1.27
23,MELI,MERCADOLIBRE INC,58733R102,39524.0,1.27
24,ADYEY,ADYEN NV-UNSPON ADR,00783V104,2254460.0,1.23
25,SKLZ,SKILLZ INC,83067L109,6494551.0,1.18
26,FTCH,FARFETCH LTD-CLASS A,30744W107,1520656.0,1.07
27,NET,CLOUDFLARE INC - CLASS A,18915M107,501086.0,1.06
28,VUZI,VUZIX CORP,92921W300,4997556.0,1.06
29,DIS,WALT DISNEY CO/THE,254687106,344315.0,1.06
30,SNAP,SNAP INC - A,83304A106,816908.0,1.02
31,DOCU,DOCUSIGN INC,256163106,193067.0,0.99
32,PYPL,PAYPAL HOLDINGS INC,70450Y103,203453.0,0.97
33,TTD,TRADE DESK INC/THE -CLASS A,88339J105,705010.0,0.96
34,PD,PAGERDUTY INC,69553P100,1370912.0,0.96
35,VCYT,VERACYTE INC,92337F107,1152160.0,0.89
36,LPSN,LIVEPERSON INC,538146101,779779.0,0.86
37,HOOD,ROBINHOOD MARKETS INC - A,770700102,931967.0,0.76
38,KVSB,KHOSLA VENTURES ACQUISITIO-A,482505104,4303454.0,0.75
39,TWOU,2U INC,90214J101,1190479.0,0.74
40,NNDM,NANO DIMENSION LTD - ADR,63008G203,7245253.0,0.74
41,GENI,GENIUS SPORTS LTD,G3934V109,1600295.0,0.52
42,CND,CONCORD ACQUISITION CORP -A,206071102,2831250.0,0.51
43,,DREYFUS GOVT CASH MAN INS,X9USDDGCM,18306568.67,0.32
44,NTDOY,NINTENDO CO LTD-UNSPONS ADR,654445303,1241.0,0.0
45,SNOW,SNOWFLAKE INC-CLASS A,833445109,98.0,0.0
