,ticker,company,cusip,current shares,current weight(%)
0,TSLA,TESLA INC,88160R101,3287519.0,10.53
1,TDOC,TELADOC HEALTH INC,87918A105,8637538.0,5.58
2,ROKU,ROKU INC,77543R102,3300709.0,5.31
3,COIN,COINBASE GLOBAL INC -CLASS A,19260Q107,4175718.0,4.74
4,U,UNITY SOFTWARE INC,91332U101,8346770.0,4.58
5,ZM,ZOOM VIDEO COMMUNICATIONS-A,98980L101,2839642.0,4.42
6,SHOP,SHOPIFY INC - CLASS A,82509L107,573155.0,3.97
7,SQ,SQUARE INC - A,852234103,3288776.0,3.94
8,TWLO,TWILIO INC - A,90138F102,2235748.0,3.62
9,SPOT,SPOTIFY TECHNOLOGY SA,L8681T102,3414058.0,3.5
10,EXAS,EXACT SCIENCES CORP,30063P105,6584281.0,3.05
11,NTLA,INTELLIA THERAPEUTICS INC,45826J105,4281603.0,3.02
12,PLTR,PALANTIR TECHNOLOGIES INC-A,69608A108,26241751.0,2.98
13,Z,ZILLOW GROUP INC - C,98954M200,6605278.0,2.95
14,CRSP,CRISPR THERAPEUTICS AG,H17182108,4929392.0,2.74
15,DKNG,DRAFTKINGS INC - CL A,26142R104,10110563.0,2.67
16,PATH,UIPATH INC - CLASS A,90364P105,8504688.0,2.48
17,BEAM,BEAM THERAPEUTICS INC,07373V105,4891702.0,2.27
18,TWTR,TWITTER INC,90184L102,7593954.0,2.17
19,FATE,FATE THERAPEUTICS INC,31189P102,5716553.0,1.86
20,DOCU,DOCUSIGN INC,256163106,1350991.0,1.82
21,NVTA,INVITAE CORP,46185L103,12704477.0,1.61
22,TSP,TUSIMPLE HOLDINGS INC - A,90089L108,7352917.0,1.61
23,TXG,10X GENOMICS INC-CLASS A,88025U109,2193800.0,1.6
24,IRDM,IRIDIUM COMMUNICATIONS INC,46269C102,8148427.0,1.46
25,SE,SEA LTD-ADR,81141R100,859590.0,1.26
26,EDIT,EDITAS MEDICINE INC,28106W103,4292032.0,1.25
27,PACB,PACIFIC BIOSCIENCES OF CALIF,69404D108,8448308.0,1.1
28,PD,PAGERDUTY INC,69553P100,5648650.0,1.04
29,HOOD,ROBINHOOD MARKETS INC - A,770700102,4813878.0,1.03
30,TER,TERADYNE INC,880770102,1774696.0,0.95
31,TWST,TWIST BIOSCIENCE CORP,90184D100,1734163.0,0.85
32,TWOU,2U INC,90214J101,4856317.0,0.79
33,IOVA,IOVANCE BIOTHERAPEUTICS INC,462260100,7166160.0,0.76
34,VCYT,VERACYTE INC,92337F107,3507736.0,0.71
35,TRMB,TRIMBLE INC,896239100,1649276.0,0.71
36,BLI,BERKELEY LIGHTS INC,084310101,4317667.0,0.68
37,SKLZ,SKILLZ INC,83067L109,13465879.0,0.64
38,NTDOY,NINTENDO CO LTD-UNSPONS ADR,654445303,2253979.0,0.61
39,PRLB,PROTO LABS INC,743713109,1741563.0,0.56
40,SRNG,SOARING EAGLE ACQU - CL A,G8354H126,10177335.0,0.46
41,SGFY,SIGNIFY HEALTH INC -CLASS A,82671G100,3422718.0,0.41
42,NSTG,NANOSTRING TECHNOLOGIES INC,63009R109,1526889.0,0.39
43,SSYS,STRATASYS LTD,M85548101,3903393.0,0.36
44,MTLS,MATERIALISE NV-ADR,57667T100,3476974.0,0.33
45,CERS,CERUS CORP,157085101,11492031.0,0.32
46,CGEN,COMPUGEN LTD,M25722105,6046047.0,0.18
47,,DREYFUS GOVT CASH MAN INS,X9USDDGCM,19030023.98,0.09
48,MCRB,SERES THERAPEUTICS INC,81750R102,2123944.0,0.06
