,ticker,company,cusip,current shares,current weight(%)
0,TDOC,TELADOC HEALTH INC,87918A105,4011520.0,7.23
1,PACB,PACIFIC BIOSCIENCES OF CALIF,69404D108,14365131.0,5.25
2,EXAS,EXACT SCIENCES CORP,30063P105,3974955.0,5.14
3,REGN,REGENERON PHARMACEUTICALS,75886F107,687022.0,4.62
4,FATE,FATE THERAPEUTICS INC,31189P102,4250837.0,4.22
5,VRTX,VERTEX PHARMACEUTICALS INC,92532F100,1818509.0,4.21
6,IONS,IONIS PHARMACEUTICALS INC,462222100,9051945.0,3.83
7,CDNA,CAREDX INC,14167L103,3701655.0,3.74
8,TWST,TWIST BIOSCIENCE CORP,90184D100,2476131.0,3.4
9,VEEV,VEEVA SYSTEMS INC-CLASS A,922475108,817364.0,3.14
10,ACCD,ACCOLADE INC,00437E102,5562617.0,3.04
11,TAK UN,TAKEDA PHARMACEUTIC-SP ADR,874060205,14658182.0,2.86
12,INCY,INCYTE CORP,45337C102,3055061.0,2.73
13,NVS,NOVARTIS AG-SPONSORED ADR,66987V109,2535462.0,2.7
14,RHHBY,ROCHE HOLDINGS LTD-SPONS ADR,771195104,4480988.0,2.47
15,CRSP,CRISPR THERAPEUTICS AG,H17182108,1778855.0,2.44
16,NTLA,INTELLIA THERAPEUTICS INC,45826J105,1505574.0,2.38
17,SDGR,SCHRODINGER INC,80810D103,2517985.0,1.99
18,BEAM,BEAM THERAPEUTICS INC,07373V105,1712319.0,1.79
19,ADPT,ADAPTIVE BIOTECHNOLOGIES,00650F109,4210156.0,1.78
20,CSTL,CASTLE BIOSCIENCES INC,14843C105,2249227.0,1.78
21,PATH,UIPATH INC - CLASS A,90364P105,2382454.0,1.73
22,BLI,BERKELEY LIGHTS INC,084310101,3199175.0,1.72
23,TXG,10X GENOMICS INC-CLASS A,88025U109,796011.0,1.69
24,IOVA,IOVANCE BIOTHERAPEUTICS INC,462260100,6288788.0,1.63
25,CDXS,CODEXIS INC,192005106,6436275.0,1.58
26,SGFY,SIGNIFY HEALTH INC -CLASS A,82671G100,5264434.0,1.56
27,NVTA,INVITAE CORP,46185L103,4631799.0,1.5
28,PSNL,PERSONALIS INC,71535D106,4657270.0,1.14
29,RPTX,REPARE THERAPEUTICS INC,760273102,2793213.0,1.07
30,RXRX,RECURSION PHARMACEUTICALS-A,75629V104,2758223.0,1.03
31,BMY,BRISTOL-MYERS SQUIBB CO,110122108,1303859.0,1.03
32,ONEM,1LIFE HEALTHCARE INC,68269G107,3139727.0,0.98
33,BFLY,BUTTERFLY NETWORK INC,124155102,7646298.0,0.97
34,ARCT UQ,ARCTURUS THERAPEUTICS HOLDIN,03969T109,2719234.0,0.97
35,MASS,908 DEVICES INC,65443P102,2628001.0,0.92
36,VCYT,VERACYTE INC,92337F107,1943512.0,0.88
37,QSI,QUANTUM-SI INC,74765K105,7592345.0,0.88
38,VERV,VERVE THERAPEUTICS INC,92539P101,1252537.0,0.85
39,CLLS,CELLECTIS - ADR,15117K103,4410990.0,0.68
40,NSTG,NANOSTRING TECHNOLOGIES INC,63009R109,921364.0,0.66
41,EDIT,EDITAS MEDICINE INC,28106W103,1252118.0,0.61
42,SMFR,SEMA4 HOLDINGS CORP,81663L101,4452145.0,0.6
43,SEER,SEER INC,81578P106,1281001.0,0.48
44,ZY,ZYMERGEN INC,98985X100,1058704.0,0.43
45,PSTG,PURE STORAGE INC - CLASS A,74624M102,1906523.0,0.43
46,SRPT,SAREPTA THERAPEUTICS INC,803607100,485969.0,0.39
47,AQB,AQUABOUNTY TECHNOLOGIES,03842K200,6625380.0,0.38
48,,CM LIFE SCIENCES II INC,125842203,2748457.0,0.38
49,CERS,CERUS CORP,157085101,5634542.0,0.33
50,CGEN,COMPUGEN LTD,M25722105,3953265.0,0.31
51,SURF,SURFACE ONCOLOGY INC,86877M209,4340292.0,0.3
52,CRBU,CARIBOU BIOSCIENCES INC,142038108,1489052.0,0.27
53,DYNS,DYNAMICS SPECIAL PURPOSE C-A,268010105,2009862.0,0.23
54,MCRB,SERES THERAPEUTICS INC,81750R102,2455019.0,0.2
55,,DREYFUS GOVT CASH MAN INS,X9USDDGCM,13370117.28,0.15
56,DRNA,DICERNA PHARMACEUTICALS INC,253031108,316364.0,0.14
57,EVGN,EVOGENE LTD,M4119S104,3166871.0,0.1
58,PSTI,PLURISTEM THERAPEUTICS INC,72940R300,580790.0,0.02
59,ONVO ,ORGANOVO HOLDINGS INC,68620A203,259859.0,0.02
