,ticker,company,cusip,current shares,current weight(%)
0,TRMB,TRIMBLE INC,896239100,669298.0,10.18
1,PRNT,THE 3D PRINTING ETF,00214Q500,1073826.0,6.87
2,IRDM,IRIDIUM COMMUNICATIONS INC,46269C102,891966.0,6.02
3,LHX,L3HARRIS TECHNOLOGIES INC,502431109,147392.0,5.84
4,KTOS,KRATOS DEFENSE & SECURITY,50077B207,1498847.0,5.62
5,LMT,LOCKHEED MARTIN CORP,539830109,77911.0,4.76
6,U,UNITY SOFTWARE INC,91332U101,223081.0,4.51
7,HO,THALES SA,4162791,236955.0,4.11
8,6301,KOMATSU LTD,6496584,877688.0,3.74
9,GOOG,ALPHABET INC-CL C,02079K107,6933.0,3.25
10,DSY FP,DASSAULT SYSTEMES SE,BM8H5Y5,318447.0,3.05
11,AMZN,AMAZON.COM INC,023135106,5388.0,2.96
12,2618,JD LOGISTICS INC,BNMBPD9,4789823.0,2.88
13,AVAV,AEROVIRONMENT INC,008073108,168154.0,2.82
14,PATH,UIPATH INC - CLASS A,90364P105,267134.0,2.77
15,BA,BOEING CO/THE,097023105,72568.0,2.72
16,NFLX,NETFLIX INC,64110L106,26894.0,2.41
17,SPR,SPIRIT AEROSYSTEMS HOLD-CL A,848574109,339197.0,2.34
18,JOBY,JOBY AVIATION INC,G65163100,1166973.0,1.76
19,DE,DEERE & CO,244199105,26544.0,1.69
20,BLDE,BLADE AIR MOBILITY INC,092667104,1276772.0,1.67
21,TER,TERADYNE INC,880770102,85428.0,1.67
22,ESLT,ELBIT SYSTEMS LTD,M3760D101,62554.0,1.52
23,SPFR,JAWS SPITFIRE ACQUISITION-A,G50740102,705282.0,1.2
24,SNPS,SYNOPSYS INC,871607107,24042.0,1.2
25,HON,HONEYWELL INTERNATIONAL INC,438516106,30463.0,1.19
26,GRMN U,GARMIN LTD,B3Z5T14,39567.0,1.12
27,ANSS,ANSYS INC,03662Q105,17522.0,1.06
28,AIR,AIRBUS SE,4012250,46100.0,1.05
29,3690,MEITUAN-CLASS B,BGJW376,203063.0,0.98
30,HEI,HEICO CORP,422806109,43890.0,0.96
31,TDY,TELEDYNE TECHNOLOGIES INC,879360105,12008.0,0.93
32,NVDA,NVIDIA CORP,67066G104,27178.0,0.89
33,MKFG,MARKFORGED HOLDING CORP,57064N102,581139.0,0.88
34,PLTR,PALANTIR TECHNOLOGIES INC-A,69608A108,182996.0,0.79
35,ACIC,ATLAS CREST INVESTMENT COR-A,049284102,388478.0,0.66
36,BABA,ALIBABA GROUP HOLDING-SP ADR,01609W102,17363.0,0.51
37,,DREYFUS GOVT CASH MAN INS,X9USDDGCM,2090722.01,0.36
