,ticker,company,cusip,current shares,current weight(%)
0,TSLA,TESLA INC,88160R101,843781.0,10.38
1,GBTC,GRAYSCALE BITCOIN TRUST BTC,389637109,8614253.0,5.9
2,TWTR,TWITTER INC,90184L102,4599891.0,5.21
3,TDOC,TELADOC HEALTH INC,87918A105,1951575.0,4.84
4,COIN,COINBASE GLOBAL INC -CLASS A,19260Q107,1065001.0,4.83
5,SHOP,SHOPIFY INC - CLASS A,82509L107,170715.0,4.57
6,U,UNITY SOFTWARE INC,91332U101,2127492.0,4.52
7,SQ,SQUARE INC - A,852234103,937825.0,4.41
8,TWLO,TWILIO INC - A,90138F102,619993.0,3.87
9,ROKU,ROKU INC,77543R102,536498.0,3.37
10,ZM,ZOOM VIDEO COMMUNICATIONS-A,98980L101,551622.0,3.35
11,SPOT,SPOTIFY TECHNOLOGY SA,L8681T102,887893.0,3.33
12,DKNG,DRAFTKINGS INC - CL A,26142R104,3349849.0,3.15
13,PTON,PELOTON INTERACTIVE INC-A,70614W100,1569769.0,3.09
14,PLTR,PALANTIR TECHNOLOGIES INC-A,69608A108,6061672.0,2.68
15,PATH,UIPATH INC - CLASS A,90364P105,2032204.0,2.24
16,Z,ZILLOW GROUP INC - C,98954M200,1337820.0,2.23
17,RBLX,ROBLOX CORP -CLASS A,771049103,1382877.0,2.06
18,SE,SEA LTD-ADR,81141R100,310264.0,1.82
19,MELI,MERCADOLIBRE INC,58733R102,52437.0,1.69
20,ETSY,ETSY INC,29786A106,445487.0,1.57
21,LC,LENDINGCLUB CORP,52603A208,3009780.0,1.46
22,OKTA,OKTA INC,679295105,340147.0,1.44
23,ADYEY,ADYEN NV-UNSPON ADR,00783V104,1119920.0,1.21
24,SKLZ,SKILLZ INC,83067L109,6452431.0,1.19
25,DIS,WALT DISNEY CO/THE,254687106,342080.0,1.08
26,NET,CLOUDFLARE INC - CLASS A,18915M107,497836.0,1.07
27,SNAP,SNAP INC - A,83304A106,811608.0,1.05
28,VUZI,VUZIX CORP,92921W300,4965143.0,1.04
29,SPLK,SPLUNK INC,848637104,399139.0,1.03
30,DOCU,DOCUSIGN INC,256163106,191810.0,1.01
31,PYPL,PAYPAL HOLDINGS INC,70450Y103,202133.0,1.0
32,TTD,TRADE DESK INC/THE -CLASS A,88339J105,700435.0,0.97
33,PD,PAGERDUTY INC,69553P100,1362022.0,0.96
34,FTCH,FARFETCH LTD-CLASS A,30744W107,1144575.0,0.8
35,VCYT,VERACYTE INC,92337F107,1144685.0,0.78
36,KVSB,KHOSLA VENTURES ACQUISITIO-A,482505104,4227137.0,0.77
37,LPSN,LIVEPERSON INC,538146101,701125.0,0.77
38,TWOU,2U INC,90214J101,1193595.0,0.77
39,HOOD,ROBINHOOD MARKETS INC - A,770700102,925922.0,0.76
40,NNDM,NANO DIMENSION LTD - ADR,63008G203,7198262.0,0.72
41,CND,CONCORD ACQUISITION CORP -A,206071102,2812887.0,0.53
42,GENI,GENIUS SPORTS LTD,G3934V109,922355.0,0.29
43,,DREYFUS GOVT CASH MAN INS,X9USDDGCM,11991923.39,0.22
44,NFLX,NETFLIX INC,64110L106,192.0,0.0
45,NTDOY,NINTENDO CO LTD-UNSPONS ADR,654445303,1231.0,0.0
46,SNOW,SNOWFLAKE INC-CLASS A,833445109,98.0,0.0
