,ticker,company,cusip,current shares,current weight(%)
0,SQ,SQUARE INC - A,852234103,1528177.0,11.14
1,SHOP,SHOPIFY INC - CLASS A,82509L107,158726.0,6.59
2,SE,SEA LTD-ADR,81141R100,570699.0,5.19
3,Z,ZILLOW GROUP INC - C,98954M200,1891992.0,4.88
4,COIN,COINBASE GLOBAL INC -CLASS A,19260Q107,667654.0,4.7
5,PYPL,PAYPAL HOLDINGS INC,70450Y103,609272.0,4.67
6,MELI,MERCADOLIBRE INC,58733R102,92560.0,4.62
7,ADYEN,ADYEN NV,BZ1HM42,49600.0,4.14
8,TWLO,TWILIO INC - A,90138F102,375491.0,3.63
9,FB,FACEBOOK INC-CLASS A,30303M102,272245.0,2.74
10,PATH,UIPATH INC - CLASS A,90364P105,1589788.0,2.72
11,DOCU,DOCUSIGN INC,256163106,332844.0,2.7
12,OPEN,OPENDOOR TECHNOLOGIES INC,683712103,6263560.0,2.65
13,PINS,PINTEREST INC- CLASS A,72352L106,1706591.0,2.54
14,4689,Z HOLDINGS CORP,6084848,14137906.0,2.38
15,TDOC,TELADOC HEALTH INC,87918A105,576873.0,2.22
16,INTU,INTUIT INC,461202103,136622.0,2.1
17,TCS LI,TCS GROUP HOLDING-GDR REG S,87238U203,791832.0,2.09
18,STNE,STONECO LTD-A,G85158106,1370632.0,1.94
19,DKNG,DRAFTKINGS INC - CL A,26142R104,1235290.0,1.8
20,SI,SILVERGATE CAPITAL CORP-CL A,82837P408,659399.0,1.77
21,LC,LENDINGCLUB CORP,52603A208,2360452.0,1.77
22,ICE,INTERCONTINENTAL EXCHANGE IN,45866F104,530984.0,1.75
23,JD,JD.COM INC-ADR,47215P106,991500.0,1.75
24,6060,ZHONGAN ONLINE P&C INSURAN-H,BYZQ099,13057963.0,1.67
25,WDAY,WORKDAY INC-CLASS A,98138H101,188497.0,1.24
26,BILL,BILL.COM HOLDINGS INC,090043100,210021.0,1.23
27,DSY,DISCOVERY LTD,6177878,4834665.0,1.15
28,ETSY,ETSY INC,29786A106,198429.0,1.08
29,AMZN,AMAZON.COM INC,023135106,11858.0,1.07
30,SNAP,SNAP INC - A,83304A106,524301.0,1.05
31,PLTR,PALANTIR TECHNOLOGIES INC-A,69608A108,1497393.0,1.02
32,FTCH,FARFETCH LTD-CLASS A,30744W107,926274.0,1.0
33,3690,MEITUAN-CLASS B,BGJW376,1363119.0,1.0
34,9923,YEAHKA LTD,BL58D39,8105200.0,0.92
35,PDD,PINDUODUO INC-ADR,722304102,418263.0,0.89
36,HOOD,ROBINHOOD MARKETS INC - A,770700102,670981.0,0.85
37,TCEHY,TENCENT HOLDINGS LTD-UNS ADR,88032Q109,540739.0,0.82
38,KSPI,JSC KASPI.KZ GDR-REG S,BMXZ8G7,218007.0,0.67
39,HDB,HDFC BANK LTD-ADR,40415F101,245600.0,0.52
40,,DREYFUS GOVT CASH MAN INS,X9USDDGCM,18481036.83,0.52
41,1833,PING AN HEALTHCARE AND TECHN,BDRYVB3,1964700.0,0.49
42,4477,BASE INC,BKRQ8Q2,22900.0,0.01
43,BABA,ALIBABA GROUP HOLDING-SP ADR,01609W102,1959.0,0.01
44,GOOG,ALPHABET INC-CL C,02079K107,131.0,0.01
45,,SOUTH AFRICAN RAND,ZAR,136.75,0.0
