,ticker,company,cusip,current shares,current weight(%)
0,MNDY,MONDAY.COM LTD,M7S64H106,17608.0,2.32
1,ENLV,ENLIVEX THERAPEUTICS LTD,M4130Y106,475969.0,1.72
2,CYBR,CYBERARK SOFTWARE LTD/ISRAEL,M2682V108,27241.0,1.6
3,BEZQ,BEZEQ THE ISRAELI TELECOM CO,6098032,3622960.0,1.59
4,MGIC,MAGIC SOFTWARE ENTERPRISES,6328074,219472.0,1.59
5,ESLT,ELBIT SYSTEMS LTD,6308913,28848.0,1.59
6,ARD,ARAD LTD,B0G7VP6,292250.0,1.58
7,INMD,INMODE LTD,M5425M103,35908.0,1.56
8,CGNT,COGNYTE SOFTWARE LTD,M25133105,149804.0,1.53
9,PLSN,PLASSON INDUSTRIES LTD,6094728,72105.0,1.53
10,SPNS,SAPIENS INTERNATIONAL CORP,G7T16G103,145771.0,1.52
11,SEDG,SOLAREDGE TECHNOLOGIES INC,83417M104,15262.0,1.51
12,CRNT,CERAGON NETWORKS LTD,M22013102,1069658.0,1.5
13,BSEN,BET SHEMESH ENGINES HOLDINGS,6103936,193419.0,1.5
14,PLTK,PLAYTIKA HOLDING CORP,72815L107,161677.0,1.5
15,RDWR,RADWARE LTD,M81873107,120419.0,1.49
16,PYPD,POLYPID LTD,M8001Q118,490129.0,1.49
17,NYAX,NAYAX LTD,BMXT7N9,1271562.0,1.48
18,ECP,ELECTRA CONSUMER PRODUCTS 19,B536CY7,70572.0,1.48
19,PTNR,PARTNER COMMUNICATIONS CO,6374420,874506.0,1.48
20,KRNT,KORNIT DIGITAL LTD,M6372Q113,31882.0,1.48
21,NICE,NICE LTD - SPON ADR,653656108,14463.0,1.46
22,CAMT,CAMTEK LTD,M20791105,107690.0,1.46
23,TEVA,TEVA PHARMACEUTICAL-SP ADR,881624209,420026.0,1.46
24,SILC,SILICOM LTD,M84116108,90114.0,1.44
25,GILT,GILAT SATELLITE NETWORKS LTD,M51474118,399521.0,1.44
26,TSEM,TOWER SEMICONDUCTOR LTD,M87915274,138868.0,1.44
27,AUDC,AUDIOCODES LTD,M15342104,115443.0,1.43
28,HLAN,HILAN LTD,6267230,71356.0,1.43
29,MTRX,MATRIX IT LTD,6747754,145531.0,1.43
30,ITRN,ITURAN LOCATION AND CONTROL,M6158M104,150298.0,1.42
31,TUFN,TUFIN SOFTWARE TECHNOLOGIES,M8893U102,357939.0,1.41
32,CHKP,CHECK POINT SOFTWARE TECH,M22465104,29836.0,1.41
33,NVMI,NOVA LTD,M7516K103,39204.0,1.4
34,EMCO,E & M COMPUTING,6302216,628571.0,1.4
35,ONE,ONE SOFTWARE TECHNOLOGIES LT,6987709,247581.0,1.39
36,PRTC,PRIORTECH LTD,6677776,143101.0,1.39
37,DANE,DANEL (ADIR YEOSHUA) LTD,6253433,18028.0,1.39
38,TARO,TARO PHARMACEUTICAL INDUS,M8737E108,53197.0,1.38
39,URGN UQ,UROGEN PHARMA LTD,M96088105,253853.0,1.38
40,MLTM,MALAM - TEAM LTD,6875923,117919.0,1.37
41,CEL,CELLCOM ISRAEL LTD,B23WQK8,983184.0,1.36
42,PERI,PERION NETWORK LTD,M78673114,204621.0,1.34
43,BATM,BATM ADVANCED COMMUNICATIONS,B85PTW0,3185899.0,1.33
44,KMDA,KAMADA LTD,B0L2CR5,673242.0,1.32
45,CLGN UQ,COLLPLANT BIOTECHNOLOGIES LT,M2R51X116,198878.0,1.28
46,RADA,RADA ELECTRONIC INDS LTD,M81863124,307355.0,1.28
47,AUGN,AUGWIND ENERGY TECH STORAGE,B290CJ7,190451.0,1.28
48,SMWB,SIMILARWEB LTD,M84137104,161886.0,1.24
49,PPBT,PURPLE BIOTECH LTD-ADR,74638P109,735173.0,1.22
50,ALLT,ALLOT LTD,M0854Q105,202493.0,1.19
51,ABRA,ABRA INFORMATION TECHNOLOGIE,B2NB586,2631024.0,1.18
52,CHEK,CHECK CAP LTD,M2361E203,3171653.0,1.17
53,NNDM,NANO DIMENSION LTD - ADR,63008G203,563081.0,1.16
54,ICCM,ICECURE MEDICAL LTD,B67PC92,325639.87,1.15
55,EVGN,EVOGENE LTD,B289530,1146402.0,1.14
56,FROG,JFROG LTD,M6191J100,84281.0,1.14
57,WKME,WALKME LTD,M97628107,123026.0,1.13
58,BLRX ,BIOLINERX LTD-SPONS ADR,09071M205,1116551.0,1.12
59,FTAL,FATTAL HOLDINGS 1998 LTD,BG1YKN5,38720.0,1.11
